N_id,crime_a,mvar_1,mvar_2,mvar_3,mvar_4,mvar_5,mvar_6,mvar_7,mvar_8,mvar_9,mvar_11,mvar_12,mvar_13,mvar_14,mvar_15,mvar_16,mvar_17,mvar_18,mvar_19,mvar_20,mvar_21,mvar_22,mvar_23,mvar_24,mvar_25,mvar_26,mvar_27,mvar_28,mvar_29,mvar_30,mvar_31,mvar_32,mvar_33,mvar_34,mvar_35,mvar_36,mvar_37,mvar_38,mvar_39,mvar_40
SID_1697,Crime 1,108.97504235,0,,2,0,6,6,104.49621224,2,1,315.03579952,1,No,0,0,133.33333333,0.0072463768,,65.0000065,0,3,3,409.84452258,30,33.590488298,,0,11,10.412785351,0.3899524532,69.07031586,No,0,1,0,28.54797646,52.500387534,0,
SID_1698,Crime 2,693.69721521,0,,11,0,6,4,85.921712144,2,0,227.20763723,0,No,1,16.666666667,133.33333333,0.0031055901,0,162.24001622,0,2,5,317.14537417,30,275.63516816,,1,1,21.204589198,5.3526925129,45.331521833,No,0,2,0,754.76843028,55.113336672,879.12087912,
SID_1699,Crime 1,,,,6,0,6,4,391.51917074,0,5,58.233890215,3,No,0,0,0,,,99.840009984,,1,5,,0,0,0,0,0,,,0,No,,3,0,,,0,24
SID_1700,Crime 1,,,,1,2,3,9,70.561754931,5,2,,5,No,,0,,,,100.00001,,1,3,,0,,,0,0,,,0,No,,1,,,,,17
SID_1701,Crime 2,5032.9886405,0,2421.1189557,3,0,0,5,356.6038552,3,2,306.44391408,1,No,0,5.5555555556,2040,0.0039525692,0.9036144578,185.0000185,0,1,8,949.53134549,29,92.442830005,,3,5,15.966119891,6.7165065936,1923.0404146,No,0.2679044846,1,1,1053.6596224,54.389002859,819.80303434,
SID_1702,Crime 2,4685.9268209,0,,1,0,4,2,28.517482333,2,0,254.89260143,5,No,,0,,0.0086956522,,140.000014,0,1,2,5007.3413281,0,,,1,4,0.3134308118,0.310391004,672.54413674,No,0,4,0,38.954353845,50.100484059,,0
SID_1703,Crime 2,338.77024034,0,,2,0,6,5,45.096659554,0,1,174.70167064,11,No,0,5.5555555556,200,0.0217391304,,228.80002288,0,3,6,360.00285717,0,13.132651698,0,2,1,18.608383984,0.1826120543,4.4572144556,No,,0,0,34.224182306,54.131196795,0,1
SID_1704,Crime 2,103.62105114,0,,6,0,4,5,46.234612073,3,1,34.367541766,1,No,0,5.5555555556,0,0.0434782609,43.172690763,160.000016,0,2,9,317.14537417,0,0,0,1,1,29.286418744,0.1544416953,0,No,,3,0,21.536192768,56.484727091,0,21
SID_1705,Crime 1,973.62093268,0,,0,0,0,4,93.676397189,1,3,223.38902148,0,No,0,11.111111111,0,0.0098814229,9.4418076346,180.000018,0,0,5,317.14537417,30,7.3879005255,0,1,4,14.085193244,2.4778876643,444.69793705,No,,2,2,380.08319537,55.470706059,260.08593483,17
SID_1706,Crime 2,18.857420371,0,2383.3247636,4,0,3,3,180.94734709,3,4,82.100238663,0,No,0,5.5555555556,0,0.0579710145,,160.000016,0,2,3,317.14537417,0,21.91283908,1,0,0,30.119456917,0.1588315109,21.559711404,No,,1,0,22.148332615,56.668335837,45.629111373,4
SID_1707,Crime 2,,,,1,1,3,4,154.22297039,4,3,107.87589499,3,No,0,0,0,0.0217391304,,180.000018,0,3,7,,0,0,,0,2,,,185.78330179,No,,1,0,,,0,1
SID_1708,Crime 2,14.214135958,0,,10,0,2,5,190.58561088,3,3,211.93317422,4,No,0,11.111111111,0,0.0093167702,17.01756521,96.0000096,0,0,4,,30,0,,0,,,0.4923870738,57.778705906,Yes,24.343978383,2,,46.689575537,55.124353196,0,5
SID_1709,Crime 2,56.856543833,0,,3,0,4,2,75.220304985,1,2,148.92601432,2,No,0,5.5555555556,0,0.0108695652,,59.552005955,0,1,4,343.81225248,0,10.74945798,0,0,0,21.107498502,0.8947419422,2.7733778835,Yes,,3,0,62.104369844,54.682023035,71.485607818,0
SID_1710,Crime 2,23.690226597,0,,1,0,7,6,130.7306309,1,1,122.19570406,2,No,0,0,0,0.0217391304,2.7297518988,152.0000152,0,1,7,2075.8894912,0,3.6249630762,0,0,1,1.8317143253,1.0425812116,6.2731166412,Yes,,2,0,27.379345845,50.433475146,539.94448458,2
SID_1711,Crime 1,1810.3597361,0,2434.0456864,2,0,0,2,11.561974829,2,1,229.11694511,3,No,,11.111111111,,0.0084541063,0,520.000052,0,0,4,435.24154954,30,,0,2,2,20.207302878,4.0490348107,1343.4704697,No,0,1,1,1580.9346262,54.871963117,,0
SID_1712,Crime 2,,,,5,,1,2,68.268599655,3,0,,8,No,,,,,,580.000058,,2,2,,,,,,,,,,Yes,,1,,,,,
SID_1713,Crime 2,71.070679791,0,,2,0,0,1,8.4232536724,2,1,288.30548926,7,No,0,0,400,0.0217391304,,228.0000228,0,1,11,470.16246161,30,21.875209705,,0,9,16.527522795,1.2835892371,37.539650637,Yes,,1,0,239.84752153,54.486109966,0,
SID_1714,Crime 2,,0,,1,0,1,8,106.44093476,1,4,68.735083532,9,No,0,5.5555555556,0,0.0144927536,30.56671129,160.000016,0,0,2,325.39940793,0,0,0,,0,20.728844787,0.1093463165,0.8584264877,Yes,,3,,15.247847076,54.598564513,0,14
SID_1715,Crime 1,,,,4,0,6,2,61.328800428,1,2,210.02386635,2,Yes,0,0,0,0.0434782609,,116.0000116,0,4,3,,30,0,,,,,,76.730121443,No,,1,,,,0,3
SID_1716,Crime 1,18.667898558,,,1,0,4,5,37.952586752,4,4,126.96897375,9,No,0,5.5555555556,0,0.0652173913,,6.80000068,0,2,7,,0,0,,0,2,,,0.3961968405,No,,1,0,0,,0,12
SID_1717,Crime 2,,,,0,0,3,6,124.28148047,1,2,147.97136038,6,No,0,0,0,0.0434782609,,84.480008448,0,2,3,,0,0,,,,,,28.559188919,No,,3,,,,0,18
SID_1718,Crime 2,361.74976014,0,,6,0,1,8,184.13097112,2,0,203.34128878,1,Yes,0,0,1333.3333333,0.0217391304,6.6934404284,800.00008,0,1,3,317.14537417,30,50.536249944,0,0,0,5.0349764577,0.3843464116,118.52888811,No,,0,0,225.10051615,51.437155734,0,3
SID_1719,Crime 2,75.80872511,,,6,0,3,2,26.223729552,0,1,,2,No,0,0,0,,,160.000016,,2,0,,0,0,,0,3,,,26.4131227,No,,1,0,0,,0,
SID_1720,Crime 2,,,,6,,7,1,41.54232417,0,1,,7,Yes,,,,,,104.0000104,,2,4,,,,,,,,,,No,,2,,,,,22
SID_1721,Crime 2,,,,4,0,14,1,11.431643812,0,2,63.007159905,1,No,0,0,0,,,72.0000072,,1,7,,0,0,,0,,,,0,No,,1,,,,0,8
SID_1722,Crime 2,35.630100802,0,,3,0,5,4,106.98434925,1,2,108.83054893,12,No,0,5.5555555556,0,0.0347826087,,300.00003,0,4,0,317.14537417,0,0,0,0,0,34.148332443,0.1765316231,0,Yes,,0,0,41.848105845,57.556334502,71.485607818,1
SID_1723,Crime 2,53.066107577,1,,1,0,5,4,94.371955136,2,2,133.65155131,0,No,0,11.111111111,0,0.0217391304,,140.000014,0,5,16,317.14537417,0,7.7641942704,0,1,0,24.685776108,0.3857716764,0,Yes,,0,0,48.414696921,55.643465198,77.569489334,35
SID_1724,Crime 2,,0,,4,0,3,4,36.526055749,2,1,273.98568019,3,No,0,0,493.33333333,0.0086956522,,200.00002,0,2,4,733.02169065,30,138.83984876,,,15,6.610178164,0.1795833666,0,Yes,,0,,30.050501537,51.486689494,0,
SID_1725,Crime 2,145.50537176,0,,5,0,3,2,146.30326904,0,1,86.873508353,0,No,1,27.777777778,0,0.0279503106,,180.000018,0,0,6,317.46283701,0,16.35623478,0,1,0,21.391488788,0.9737409211,56.722180998,Yes,47.312282184,0,0,149.36212246,55.254310036,0,10
SID_1726,Crime 2,,,,5,,5,4,150.93711553,3,2,,1,No,,,,,,4.0000004,,1,6,,,,,,,,,,Yes,,1,,,,,
SID_1727,Crime 2,206.10497139,0,,0,0,2,2,147.06411506,4,0,261.575179,3,No,0,0,0,0.0173913043,,150.000015,0,1,3,634.60821118,0,9.3948004985,0,0,0,,0.4692271824,106.74203211,No,17.250632227,5,0,62.160018921,52.32223335,0,4
SID_1728,Crime 2,,,,1,1,4,14,120.64402439,3,0,,8,No,,0,,,,12.0000012,,3,2,,0,,,,,,,0,No,,1,,,,,0
SID_1729,Crime 2,36.151285787,0,2517.8198292,3,0,4,2,42.469817108,2,4,213.8424821,5,No,0,5.5555555556,0,0.0144927536,,392.0000392,0,1,10,317.14537417,0,16.33114853,,0,1,23.091643968,0.1409692476,271.59293416,No,,0,0,42.460245691,55.119345685,191.64226777,6
SID_1730,Crime 2,,,,5,0,1,4,2.8487327282,1,0,69.68973747,1,No,,0,,0.0434782609,,120.000012,0,2,5,,0,,,,,,,0,No,,2,,,,,7
SID_1731,Crime 1,213.21203937,0,,4,0,4,4,87.213587908,1,4,208.11455847,1,No,1,16.666666667,0,0.0124223602,,200.00002,0,2,3,369.84420511,0,93.559168115,0,0,1,16.861528179,1.1120866257,156.00250595,No,,2,1,186.09051322,53.924219663,234.22943838,0
SID_1732,Crime 1,930.55210073,0,,3,0,9,1,73.519782707,6,1,252.02863962,7,No,1,5.5555555556,213.33333333,0.0036231884,0,200.00002,0,5,7,385.39988413,0,77.892805201,0,3,3,9.806957035,2.4187218985,460.24866304,No,0,0,1,416.19944629,53.836310021,79.090459713,
SID_1733,Crime 2,,,,7,0,2,6,151.18566147,2,0,107.87589499,11,No,0,0,0,0.0108695652,,160.000016,0,2,12,,0,0,,,,,,6.966461112,Yes,,2,,,,0,4
SID_1734,Crime 2,1507.7407815,0,,4,0,3,1,91.472477256,1,4,257.75656325,10,No,0,0,0,0.002173913,,736.0000736,0,0,3,412.38422527,30,0,0,2,2,6.7091909935,0.1218821818,1095.5172804,No,,1,1,65.944156151,51.508512769,0,19
SID_1735,Crime 1,,,,2,,2,6,76.176538744,0,2,,5,No,,,,,,96.0000096,,0,4,,,,,,,,,,No,,1,,,,,0
SID_1736,Crime 2,6389.1119719,1,2581.068959,3,0,3,10,195.55077393,1,0,194.74940334,2,No,0,22.222222222,80,0.0195652174,36.033020973,660.000066,0,2,12,317.14537417,1,56.356259866,0,5,1,17.338172886,0.334424136,186.01441661,No,35.258915056,1,1,163.21874261,55.41645802,53.233963269,17
SID_1737,Crime 2,,,,3,,3,5,37.046217141,1,0,,7,No,,,,,,260.000026,,5,3,,,,,,,,,,Yes,,1,,,,,
SID_1738,Crime 2,14.214135958,0,,7,1,9,2,203.96630528,1,2,154.65393795,1,No,0,5.5555555556,80,0.0317725753,18.518518519,104.0000104,0,1,7,,0,3.0479793339,,0,1,,0.1840175238,19.281579571,Yes,26.49112308,1,0,18.475493538,55.015857119,0,8
SID_1739,Crime 2,,,,7,0,6,7,208.55834267,2,6,,5,No,,0,,,,56.0000056,,3,13,,0,,,,,,,0,No,,2,,,,,1
SID_1740,Crime 1,14.214135958,,,4,0,3,5,38.449023714,0,1,70.644391408,2,No,,0,,0.0217391304,,400.00004,0,1,9,,0,,,0,3,,,0,No,,0,0,,,,
SID_1741,Crime 2,90.78094832,0,,2,0,2,4,88.247196662,1,1,167.06443914,9,Yes,0,11.111111111,200,0.0265700483,21.419009371,160.000016,0,2,10,318.09776268,30,15.779251037,0,0,0,22.606967213,0.9585761034,43.383554034,Yes,28.955825964,0,0,133.66908276,55.858788182,62.359785543,14
SID_1742,Crime 2,450.11430534,0,,2,0,6,9,124.76594669,0,0,185.20286396,5,No,0,0,320,0.0144927536,,200.00002,0,0,16,666.98942055,0,8.5669542596,,1,1,1.8340244142,0.0325910554,763.40527883,No,,0,0,5.4536095383,50.43398431,0,0
SID_1743,Crime 2,,,,5,1,3,7,62.211921625,1,0,,1,No,,0,,,,52.0000052,,0,8,,0,,,,,,,0,No,,1,,,,,22
SID_1744,Crime 1,9.2391883728,,,6,0,5,2,46.124518993,0,4,133.65155131,0,No,,0,,0.0652173913,,200.00002,0,2,6,,0,,,0,0,,,141.60735407,No,,3,0,,,,1
SID_1745,Crime 2,83.342217168,0,,4,0,5,3,53.333398603,1,3,181.38424821,8,No,0,16.666666667,0,0.0108695652,28.87741442,200.00002,0,3,9,317.14537417,0,3.1734105823,0,0,0,21.959469361,0.3701412722,33.148468988,Yes,40.574506284,2,0,61.937422613,55.122684026,115.59374881,19
SID_1746,Crime 2,561.45837035,0,,10,0,1,6,114.38386724,1,1,234.84486874,6,Yes,0,5.5555555556,0,0.0217391304,5.5220883534,108.0000108,0,1,7,486.67052913,30,144.8229193,0,1,0,15.831938262,2.8452908172,322.30612974,No,3.3512866547,2,0,293.60452983,53.844099483,1642.6480094,18
SID_1747,Crime 1,149.24842756,0,,2,0,2,2,111.7190971,2,2,255.84725537,5,Yes,0,0,80,0.0253623188,6.4065786957,140.000014,0,1,9,470.47992444,0,40.163085709,0,1,0,,0.346751093,71.579562516,No,15.171820871,2,0,43.517578152,52.808379236,0,5
SID_1748,Crime 2,165.83158618,0,,9,0,1,4,136.36351682,1,1,241.5274463,6,Yes,0,0,266.66666667,0.0217391304,,216.0000216,0,1,3,383.81256994,30,138.20014939,0,0,0,12.499752928,1.3746233738,48.666178574,No,,3,1,245.35678014,53.625438157,401.53618008,5
SID_1749,Crime 2,,,,4,2,4,2,13.939993463,0,2,,1,No,,0,,,,10.80000108,,1,4,,0,,,,,,,0,No,,2,,,,,
SID_1750,Crime 2,14.214135958,0,,11,0,7,2,29.263590045,2,2,197.61336516,9,No,0,0,0,0.0054347826,0,130.000013,0,2,1,412.38422527,0,0,0,0,0,,0,19.677776411,No,,1,0,0,50.025037556,0,10
SID_1751,Crime 2,3676.7231679,0,,2,0,4,0,118.40895519,1,1,299.76133652,10,No,0,0,0,0.0108695652,,561.50505615,0,1,1,2856.8480702,30,105.23681733,,2,2,12.249273496,2.1595603555,1266.6743155,No,,0,1,905.68872689,53.175165046,219.01973459,3
SID_1752,Crime 2,,,,0,0,8,2,46.443978129,0,1,164.20047733,4,No,0,0,0,0.0126811594,,120.000012,0,1,16,,0,0,,,0,,,0,Yes,,1,,,,0,9
SID_1753,Crime 2,,,,2,0,6,6,9.4690481731,3,0,,1,No,,0,,,,280.000028,,2,11,,0,,,,,,,0,No,,2,,,,,0
SID_1754,Crime 2,0,,,2,1,2,6,82.71543011,2,3,,0,No,,0,,,,72.0000072,,1,0,,0,,,0,0,,,0,No,,0,0,,,,13
SID_1755,Crime 2,585.14859695,0,2496.8317854,1,0,1,5,13.643564809,2,1,231.98090692,6,Yes,1,22.222222222,170.66666667,0.0166240409,8.1741105837,376.0000376,0,2,9,321.90731672,30,108.56074541,0,2,0,13.366645045,1.2908513786,517.5981557,No,22.938979343,3,2,374.40698952,54.932398598,1026.6550059,3
SID_1756,Crime 2,180.04572214,0,,0,0,2,4,118.38323123,1,2,190.93078759,4,No,0,5.5555555556,53.333333333,0.0217391304,2.5435073628,344.0000344,0,2,18,333.33597886,30,19.604904111,0,0,0,16.126745791,0.1920544337,111.46337779,No,0,2,0,51.419747075,54.273076281,196.2051789,20
SID_1757,Crime 2,71.070679791,,,0,2,3,6,21.615379487,0,0,83.054892601,4,No,0,0,0,0.0289855072,,140.000014,0,1,8,,0,0,,0,2,,,111.95862384,Yes,,2,0,,,0,0
SID_1758,Crime 1,11.845113299,0,,6,0,0,4,8.4000251292,3,1,182.33890215,4,No,0,0,0,0.0265700483,9.4823739402,120.000012,0,1,4,,0,0,,0,0,,0.1696065129,246.46745119,Yes,13.564731698,0,0,18.920686153,52.662326824,0,55
SID_1759,Crime 2,91.444274664,1,,0,1,0,0,20.647132923,1,3,77.326968974,6,No,0,11.111111111,48,0.0248447205,,260.000026,0,2,2,317.14537417,0,25.788664653,0,0,0,11.74018814,0.299305611,247.19381207,No,52.779845572,1,0,62.605211536,58.003672175,112.55180805,3
SID_1760,Crime 1,56.856543833,0,,4,0,5,5,3.4523927999,0,0,,7,No,0,0,0,0.0217391304,24.542614904,36.0000036,0,0,1,418.73348201,30,0,0,0,0,16.639384667,0.9241717111,10.56524908,No,,1,0,48.97118769,53.697212485,0,1
SID_1761,Crime 2,,,,8,4,2,0,97.97939279,3,0,114.55847255,5,No,0,0,0,0.0326086957,,80.000008,0,2,9,,0,0,,,,,,0,Yes,,5,,,,0,
SID_1762,Crime 2,3819.9068974,0,,1,0,7,7,113.27778655,3,5,315.03579952,0,No,0,0,1333.3333333,0.0108695652,4.5180722892,300.00003,0,1,6,646.67179898,30,193.03869115,0,2,2,5.9699001517,0.3838154306,286.81349612,No,6.3572416635,2,0,90.986240766,51.500250376,0,4
SID_1763,Crime 1,,,,1,0,4,9,1.545207579,1,4,,6,No,,0,,,,60.000006,,1,6,,0,,,,,,,0,No,,1,,,,,
SID_1764,Crime 1,270.06858321,0,,2,0,8,0,26.629168603,2,2,237.70883055,5,No,1,11.111111111,666.66666667,0.0166240409,,140.000014,0,3,2,347.62180652,30,171.15093832,0,1,0,10.762679011,0.9471359779,246.03823795,Yes,0,2,1,118.8664283,54.271407111,88.216281988,2
SID_1765,Crime 2,93.955438684,,,3,0,1,5,157.13846384,1,3,92.601431981,2,No,0,0,0,0.1086956522,,108.0000108,0,3,7,,0,1.1665106093,0,0,0,,,23.87085964,No,,5,0,,,0,12
SID_1766,Crime 2,424.05505609,0,2471.9599974,2,0,2,2,173.60784672,2,4,234.84486874,1,No,1,11.111111111,1173.3333333,0.0144927536,16.287371709,168.0000168,0,1,3,335.24075588,0,112.49928661,0,1,0,15.300146264,1.0314531825,253.03771546,Yes,23.299421504,1,1,149.58471876,54.651977967,229.66652724,6
SID_1767,Crime 2,61.594589152,0,,1,0,5,3,90.707097358,1,3,243.43675418,0,No,0,0,0,0.0434782609,2.5986298134,64.0000064,0,1,7,515.5596473,30,0,0,0,0,1.7427020477,0.1013034376,51.769720491,No,,2,0,7.3456781536,50.561556621,0,10
SID_1768,Crime 2,55.340369331,,,5,1,1,2,80.645300422,4,0,54.415274463,3,No,0,0,0,0.0217391304,,200.00002,0,2,8,,0,0,,0,0,,,0,No,,2,0,,,0,0
SID_1769,Crime 2,,,,0,,6,9,33.145734367,2,1,,1,No,,,,,,80.000008,,0,7,,,,,,,,,,No,,3,,,,,17
SID_1770,Crime 1,118.45113299,0,,10,0,3,6,123.24046072,1,4,181.38424821,4,No,0,5.5555555556,0,0.0163043478,,160.000016,0,4,6,373.65375916,0,10.874889229,,0,1,21.080235435,0.9266501716,5.8769198007,Yes,,3,0,129.21715661,54.676014021,69.964637439,0
SID_1771,Crime 2,,,,10,,3,8,198.14284258,1,3,,5,Yes,,,,,,5.20000052,,3,10,,,,,,,,,,Yes,,2,,,,,
SID_1772,Crime 2,189.37967142,0,,0,3,5,9,10.829068001,1,0,52.505966587,6,No,0,0,2346.6666667,0.1739130435,,300.00003,0,2,3,2936.5312423,0,38.080926987,0,2,2,1.3959909122,0.1288774748,0,No,,2,0,30.55134323,50.337437975,0,1
SID_1773,Crime 2,149.24842756,0,,7,0,2,3,196.69605491,4,1,184.24821002,1,No,0,16.666666667,0,0.0217391304,32.837231278,100.00001,0,0,10,323.81209375,30,4.1266880694,0,0,0,22.120236743,1.6390545363,2.4762302531,No,,1,0,159.99109615,54.938289788,0,9
SID_1774,Crime 2,,,,12,0,8,1,181.62289896,1,6,,9,No,,0,,,,140.000014,,0,7,,0,,,,,,,0,No,,1,,,,,12
SID_1775,Crime 2,,,,4,,1,5,91.764011603,2,0,,1,No,0,,0,,,140.000014,,2,16,,,771.9540746,,,,,,,Yes,,2,,,,0,
SID_1776,Crime 1,75.80872511,0,,6,0,1,8,53.881608509,0,1,203.34128878,5,No,0,5.5555555556,0,0.0217391304,31.124497992,36.0000036,0,0,15,,30,0,,0,,,0.8349051254,26.578204717,Yes,23.788150808,1,,44.241016152,54.682023035,141.45024526,8
SID_1777,Crime 2,2476.007723,0,2483.3342907,6,0,2,6,149.48130538,1,0,301.67064439,7,No,0,5.5555555556,0,0.0068649886,,800.00008,0,3,1,317.14537417,30,147.10576802,0,2,1,13.095564549,1.097168854,1913.5647068,Yes,,1,1,642.57989121,55.218327491,0,0
SID_1778,Crime 2,1581.5595276,0,2563.959073,7,0,1,7,104.28049584,1,1,365.63245823,0,No,0,5.5555555556,0,0.0108695652,,500.00005,0,3,9,1904.777022,30,15.691449164,0,1,3,,0,4595.6852513,No,,1,0,0,50.025037556,4.5629111373,2
SID_1779,Crime 2,,,,1,2,11,2,64.155301953,1,4,105.01193317,2,No,0,0,0,0.0543478261,,160.000016,0,2,13,,0,0,,0,2,,,0,No,,1,0,,,0,43
SID_1780,Crime 2,,,,7,0,0,4,68.094040959,0,5,,6,No,,0,,,,4.0000004,,3,2,,0,,,,,,,0,No,,2,,,,,0
SID_1781,Crime 1,838.63402153,0,,2,0,4,5,158.87776224,2,4,247.25536993,2,No,0,0,0,0.0124223602,0,244.0000244,0,2,2,1333.0264526,1,23.907195928,0,2,2,10.580925228,0.9830713871,384.17886967,No,8.5684911538,1,0,194.66047107,52.361876148,196.2051789,3
SID_1782,Crime 2,277.17565119,0,,4,0,3,5,89.430001441,1,7,273.98568019,6,No,0,0,0,0.0163043478,5.9059768486,80.000008,0,2,2,458.41633664,30,7.9523411429,0,0,2,3.6446776327,0.5454013356,166.07250897,Yes,6.0992105457,3,0,45.632243075,50.908716015,0,2
SID_1783,Crime 2,1019.1535482,0,2668.7352715,1,0,5,5,65.955284201,1,2,224.34367542,1,No,3,33.333333333,400,0.0108695652,,300.00003,0,0,4,317.14537417,0,175.03930702,0,4,2,20.756185279,4.1905133033,270.33831083,No,11.211544773,0,1,870.35156304,55.049240527,82.132400472,5
SID_1784,Crime 2,47.143550928,0,,3,0,0,12,26.048983034,1,2,147.01670644,1,No,0,5.5555555556,0,0.002173913,,80.000008,0,2,0,317.14537417,0,0,0,0,1,31.558341033,0.4622608881,0,Yes,,2,0,38.67610846,56.985478217,53.233963269,1
SID_1785,Crime 1,14.214135958,,,4,4,5,6,185.95128545,0,3,85.918854415,0,No,0,0,0,0.2826086957,,96.0000096,0,1,1,,0,0,,0,1,,,63.820707723,No,,1,0,,,0,14
SID_1786,Crime 1,,,,8,0,0,1,46.32106104,0,1,,2,No,,0,,,,140.000014,,1,2,,0,,,,,,,0,No,,3,,,,,10
SID_1787,Crime 2,,,,2,0,6,0,58.372214268,1,3,93.556085919,0,No,0,0,0,,,76.80000768,,3,12,,0,0,,,,,,0,No,,2,,,,0,14
SID_1788,Crime 2,61.594589152,0,,0,0,0,1,59.81036667,1,1,183.29355609,5,No,0,5.5555555556,0,0.0265700483,,80.000008,0,0,4,320.0025397,0,1.3295712321,0,0,0,22.540557177,0.8586745417,0.2971476304,Yes,,0,0,71.842958305,54.997881438,226.62458649,6
SID_1789,Crime 2,193.83343402,0,,2,0,2,5,160.49012505,2,3,184.24821002,0,No,0,5.5555555556,0,0.0326086957,15.506470326,320.000032,0,1,5,412.38422527,0,0,0,1,1,,0.0616347851,15.880890023,No,,3,0,15.470443384,54.66533133,0,7
SID_1790,Crime 1,135.27119387,0,,3,0,1,5,48.908560689,0,5,313.12649165,3,No,0,0,0,0.0072463768,,80.000008,0,5,14,475.87679267,30,5.8450961713,0,0,1,,0,41.270504218,No,,0,0,0,50.025037556,0,0
SID_1791,Crime 1,3066.7472134,0,2341.5347675,3,0,1,8,21.289792686,4,6,318.85441527,3,No,0,5.5555555556,0,0.001552795,,260.000026,0,3,2,351.43136057,30,141.0850681,,2,3,16.869744601,4.378907601,1412.3757036,Yes,,2,0,915.92815704,54.996494742,1011.4453021,0
SID_1792,Crime 2,182.4147448,0,2443.3201101,4,0,0,2,102.05838646,2,6,211.93317422,7,No,0,5.5555555556,93.333333333,0.0155279503,,34000.0034,0,1,3,403.81272867,0,70.417102802,0,0,2,15.719797073,0.0057188123,429.21324387,No,,4,1,135.72809861,54.033049574,734.62869311,12
SID_1793,Crime 2,2369.8755079,0,,6,0,2,9,64.218397303,1,1,286.39618138,3,No,0,0,0,0.0024154589,,320.000032,0,1,3,1246.6765609,0,251.07572974,0,3,4,3.584693611,0.8342866771,1653.7256122,No,16.724516258,1,1,209.40747645,51.774328159,418.26685425,0
SID_1794,Crime 2,836.83356431,0,,1,0,0,6,36.866424402,2,3,187.11217184,2,No,1,27.777777778,480,0.0140664962,14.892904953,250.000025,0,1,7,317.14537417,1,101.34844863,0,2,2,11.2116981,2.0217922007,420.6950118,No,22.421703571,2,2,408.79811906,55.251481874,0,6
SID_1795,Crime 2,,,,8,,5,1,38.905644542,0,1,,1,No,,,,,,72.0000072,,3,0,,,,,,,,,,No,,4,,,,,10
SID_1796,Crime 1,,,,2,5,4,4,77.800777629,0,3,33.412887828,3,No,0,0,0,,,269.60002696,,2,8,,0,0,,,0,,,0,No,,2,,,,0,37
SID_1797,Crime 2,146.8794049,0,,1,0,2,6,41.016453077,2,11,201.43198091,13,No,0,11.111111111,0,0.0139751553,29.919678715,260.000026,0,2,4,325.71687077,30,39.937309462,0,0,0,21.907610265,0.590629739,30.077943474,Yes,0,3,0,123.54095076,54.957436154,69.964637439,1
SID_1798,Crime 1,94.760906388,0,,2,0,2,7,47.509240606,0,2,315.99045346,6,No,0,0,0,0.0217391304,,132.0000132,0,2,11,940.64238605,30,19.793050983,0,0,1,,0.0167054295,64.844216228,No,,1,0,2.0033667692,50.115172759,0,1
SID_1799,Crime 2,,,,2,2,1,4,69.090275229,0,3,56.324582339,2,No,,0,,,,12.0000012,,4,6,,0,,,0,0,,,0,No,,1,0,,,,1
SID_1800,Crime 2,81.683901307,0,2687.8819985,2,0,5,3,144.58210856,1,4,293.07875895,6,No,0,0,0,0.0086956522,24.029451138,360.000036,0,1,1,642.22731926,30,0,,0,8,12.383480133,1.2544895842,353.27551611,No,34.374625972,4,0,349.8657466,53.620430646,0,6
SID_1801,Crime 2,1343.2358481,0,2956.9381984,3,0,5,9,1.7694808217,2,3,287.35083532,0,No,0,11.111111111,0,0.0108695652,0,1000.0001,0,0,4,328.89149914,29,150.59275672,,0,11,22.036240361,2.0374270155,2290.1167873,No,0,0,0,1477.3716941,55.021650122,257.04399407,10
SID_1802,Crime 1,119.16183978,0,,1,0,9,1,67.814397045,1,1,167.06443914,4,No,0,0,0,0.0217391304,,132.0000132,0,1,1,376.82838753,0,25.048620288,1,2,1,8.4604644248,0.0519724472,212.19642449,No,0,3,0,6.2326966151,51.894508429,112.55180805,3
SID_1803,Crime 2,18.952181278,0,2468.9268525,2,0,3,1,43.260648952,4,4,215.75178998,7,No,0,0,0,0.0054347826,,360.000036,0,2,4,317.14537417,1,9.131394877,,0,1,23.20902662,0.4080533163,359.58164915,No,,0,,113.8023623,55.145217827,85.17434123,0
SID_1804,Crime 2,,,,3,0,2,7,12.357966602,0,3,,6,No,,0,,,,80.000008,,3,11,,0,,,,,,,0,No,,1,,,,,12
SID_1805,Crime 2,23.690226597,,,7,0,7,1,82.519955963,1,1,125.05966587,3,No,0,0,0,0.0869565217,,120.000012,0,2,7,,0,0,,0,1,,,0,Yes,,0,0,,,0,12
SID_1806,Crime 2,567.33354655,0,,5,0,4,3,173.2950134,2,2,117.42243437,1,No,0,11.111111111,0,0.0144927536,,140.000014,0,1,5,317.14537417,0,32.210744566,0,1,2,27.72447217,0.612800525,196.15045245,No,,0,0,108.7382963,55.348407226,80.611430092,4
SID_1807,Crime 2,421.49651161,2,,6,0,1,3,87.174886103,0,7,105.01193317,0,No,1,22.222222222,80,0.0190217391,,120.000012,0,1,14,317.14537417,0,145.85145554,0,2,2,25.87853531,2.3136323729,607.30372367,No,,1,0,276.35331599,56.084126189,471.50081752,3
