N_id,crime_a,mvar_1,mvar_2,mvar_3,mvar_4,mvar_5,mvar_6,mvar_7,mvar_8,mvar_9,mvar_11,mvar_12,mvar_13,mvar_14,mvar_15,mvar_16,mvar_17,mvar_18,mvar_19,mvar_20,mvar_21,mvar_22,mvar_23,mvar_24,mvar_25,mvar_26,mvar_27,mvar_28,mvar_29,mvar_30,mvar_31,mvar_32,mvar_33,mvar_34,mvar_35,mvar_36,mvar_37,mvar_38,mvar_39,mvar_40
VLID_272,Crime 1,240.36103905,0,2505.3426455,2,2,0,6,131.43943471,3,0,77.326968974,4,No,1,0,0,0.0289855072,,315.0000315,0,2,6,,0,2.1950468454,,3,4,,0.0411439826,981.54465592,No,35.044883303,1,0,10.183781077,53.690535804,0,4
VLID_273,Crime 2,9.4760906388,,,5,1,1,2,137.35028976,0,1,69.68973747,5,No,0,0,0,0.2391304348,,1800.00018,0,4,10,,0,0.9909068617,0,0,2,,,55.500574073,No,,4,0,,,38.024259478,3
VLID_274,Crime 2,1030.4300961,0,,1,0,5,1,61.082140569,0,5,190.93078759,1,No,0,11.111111111,0,0.0108695652,,140.000014,0,2,0,317.14537417,1,60.043938566,0,1,1,19.105059015,3.2542279689,346.54016982,No,,2,0,575.24450813,55.032548823,0,19
VLID_275,Crime 2,697.1559883,2,,9,0,10,8,195.60308455,0,0,187.11217184,4,No,1,38.888888889,120,0.0217391304,,340.000034,0,3,6,317.14537417,1,104.28353985,0,6,1,23.543210538,1.4375070888,78.909204065,No,33.571073871,1,0,380.86228245,55.803705558,89.737252367,9
VLID_276,Crime 2,,,,1,0,2,3,77.82936515,1,3,57.279236277,14,No,0,0,0,0.0652173913,,120.000012,0,2,14,,0,2.4333662172,,0,,,,0,Yes,,1,,,,0,17
VLID_277,Crime 2,331.66317236,0,2457.2155431,3,0,6,7,107.86479507,2,1,273.98568019,3,No,0,5.5555555556,0,0.0093167702,,300.00003,0,4,1,509.84531623,1,19.31641224,0,0,1,14.115657657,0.5842915025,583.66397886,Yes,0,1,0,138.51055246,54.019362377,28.898437203,2
VLID_278,Crime 2,64.958601329,0,,1,0,5,7,179.54976222,3,1,66.825775656,2,No,0,0,0,0.0326086957,,11200.00112,0,2,1,,0,0,0,1,1,,,176.24156121,No,,4,0,0,,0,4
VLID_279,Crime 2,,,,6,0,6,5,16.380965486,2,2,,0,No,,0,,,,175.0000175,,1,4,,0,,,,,,,0,No,,3,,,,,6
VLID_280,Crime 2,,,,0,,1,2,37.388585328,0,6,,5,No,,,,,,180.000018,,3,7,,,,,,,,,,No,,2,,,,,1
VLID_281,Crime 2,165.83158618,0,,2,0,3,3,4.9379872901,2,4,262.52983294,2,Yes,0,5.5555555556,0,0.0217391304,7.0221361637,192.0000192,0,1,10,539.36936007,30,38.344332609,0,0,0,6.7338034849,0.6502156377,205.03186496,No,11.717331548,1,0,105.17675538,54.515105992,147.53412677,1
VLID_282,Crime 2,,,,1,0,5,1,70.933499371,2,1,28.639618138,3,No,0,0,0,,,276.0000276,,1,6,,0,0,,0,1,,,54.576114778,No,,0,0,,,0,13
VLID_283,Crime 2,10.186797437,,,1,1,4,1,39.053593101,1,5,104.05727924,1,No,0,0,0,0.0217391304,,180.000018,0,2,3,,0,0,,0,6,,,678.35502373,Yes,,2,0,,,0,0
VLID_284,Crime 2,,0,,9,0,8,5,173.59159832,3,1,84.964200477,1,No,0,0,3733.3333333,0.0434782609,,32.0000032,0,0,2,4363.8441575,0,158.13117475,,0,2,2.0119916602,1.3889997428,0,No,,3,,69.728293382,50.473209815,0,2
VLID_285,Crime 2,201.36692607,,,5,1,7,4,34.540513605,1,3,82.100238663,2,No,0,0,0,,,80.000008,,1,3,,0,0,,1,1,,,0,No,,1,0,,,0,2
VLID_286,Crime 1,23.690226597,0,,0,0,4,5,58.008233955,2,4,121.24105012,4,No,0,11.111111111,0,0.027173913,30.354752343,180.000018,0,3,1,317.46283701,0,2.7971168373,0,0,0,21.228667691,0.509000936,4.0280012117,No,,0,0,78.07565492,55.025395236,214.45682345,32
VLID_287,Crime 2,215.58106203,0,,6,0,3,1,160.46423062,1,3,238.66348449,5,No,0,0,1013.3333333,0.0081521739,,500.00005,0,2,3,512.70248177,0,68.222055956,0,0,0,5.4312347057,0.1614033221,233.69010309,Yes,,1,0,60.768791998,51.287457502,0,1
VLID_288,Crime 2,11.845113299,,,4,0,0,5,16.311752417,1,4,,10,No,0,0,0,,,200.00002,,0,13,,0,0,,0,0,,,0,No,,4,0,,,0,
VLID_289,Crime 2,,,,5,,3,8,59.252964531,1,1,,4,No,,,,,,10.000001,,1,4,,,,,,,,,,Yes,,0,,,,,
VLID_290,Crime 2,236.90226597,0,,8,0,2,3,24.329232979,1,2,157.51789976,4,No,0,5.5555555556,0,0.0217391304,33.888888889,180.000018,0,0,3,317.14537417,0,0,0,0,1,22.984106313,1.8368294647,239.79813771,No,,2,0,281.75127645,55.095643465,0,18
VLID_291,Crime 2,,,,9,,2,5,147.32661299,1,0,,6,No,0,,0,,,88.0000088,,1,4,,,0,,,,,,,Yes,,3,,,,0,
VLID_292,Crime 2,,,,2,0,4,3,4.3555081126,2,1,89.737470167,6,No,0,0,0,,,6.0000006,,2,5,,0,0,,,,,,0,No,,2,,,,0,17
VLID_293,Crime 2,,,,4,0,4,9,124.11752596,2,1,,9,No,,0,,,,120.000012,,2,0,,30,,,,,,,0,No,,0,,,,,24
VLID_294,Crime 2,544.87521173,0,,2,0,1,1,37.83869994,1,7,288.30548926,5,No,0,0,3066.6666667,0.0163043478,,40.000004,0,0,14,3907.3325979,30,44.590808774,0,0,0,0.3559578697,0.1905579057,373.38250576,Yes,,3,0,10.628973692,50.108205787,0,0
VLID_295,Crime 2,,,,1,,6,13,57.287167731,1,1,,6,No,,,,,,80.000008,,1,11,,,,,,,,,,No,,0,,,,,0
VLID_296,Crime 2,,,,2,0,4,3,20.878123954,0,4,63.007159905,14,No,,0,,0.0543478261,,9.40000094,0,3,3,,0,,,,,,,30.110959878,No,,0,,,,,32
VLID_297,Crime 1,,0,,2,2,1,1,5.2038474095,1,7,117.42243437,0,No,0,0,0,0.0652173913,12.048192771,84.0000084,0,0,6,,0,0,,0,1,,0.0695161419,6.3391494479,No,,4,0,6.0101003075,51.827741612,0,1
VLID_298,Crime 2,,,,5,,2,8,159.30384662,1,1,,5,No,,,,,,80.608008061,,1,12,,,,,,,,,,Yes,,0,,,,,
VLID_299,Crime 2,,,,3,2,2,10,26.766119543,2,3,,1,No,,0,,,,108.0000108,,0,3,,0,,,0,1,,,0,No,,3,0,,,,2
VLID_300,Crime 2,11.892493752,,,0,0,2,1,22.817984603,2,0,83.054892601,3,No,,0,,,,14.0000014,,2,14,,0,,,0,,,,0,No,,3,,,,,15
VLID_301,Crime 2,412.20994279,0,2739.052276,1,0,2,5,202.10875271,4,1,384.72553699,2,No,0,0,15360,0,,640.000064,0,0,2,1008.5794332,30,1503.995926,,0,7,1.1838352725,0.3846370538,2480.0271395,No,,0,0,182.36202507,52.419621286,0,0
VLID_302,Crime 2,245.43074755,0,,3,0,3,9,71.532796731,2,2,191.88544153,0,No,0,16.666666667,0,0.0217391304,4.9176297025,80.000008,0,0,1,318.09776268,0,14.148644809,0,1,1,21.56188296,0.8925958443,156.43171919,No,19.75879662,3,0,74.681061228,55.002503756,86.695311609,24
VLID_303,Crime 2,2351.2076093,0,2518.5945999,4,0,4,12,66.716069811,0,2,350.35799523,2,No,0,0,4533.3333333,0.0093167702,,440.000044,0,0,6,1586.9967222,30,114.8699372,0,1,1,0.7457290901,0.0954452337,1839.3108156,Yes,0,0,0,31.942570153,50.194114701,0,0
VLID_304,Crime 1,71.070679791,0,,2,0,1,2,58.65553878,0,3,302.62529833,3,No,0,0,0,0.0108695652,,320.000032,0,5,7,778.73633918,30,0,0,0,0,,0.0101985616,48.005850507,Yes,,2,0,2.5598575384,50.178601235,0,0
VLID_305,Crime 2,,,,1,,2,0,16.209354856,5,9,,9,Yes,,,,,,144.0000144,,0,3,,,,,,,,,,Yes,,2,,,,,
VLID_306,Crime 1,26.059249257,0,,1,0,5,4,53.459929569,1,3,78.281622912,1,No,0,0,146.66666667,0.0144927536,,156.0000156,1,2,21,,0,13.659462941,,0,,,0.0916241666,538.23340781,No,19.585441488,2,,12.521042307,52.073564893,0,4
VLID_307,Crime 1,,,,7,,7,1,88.823756468,3,0,,6,No,,,,,,66.40000664,,0,12,,,,,,,,,,Yes,,2,,,,,
VLID_308,Crime 1,86.564087986,0,,6,0,5,13,18.640637788,2,1,170.88305489,1,No,0,5.5555555556,0,0.0289855072,23.324065493,350.000035,0,0,6,323.49463091,0,3.71276495,0,1,2,15.812171936,0.1854159888,13.00846293,No,,1,0,50.41806369,54.698714739,73.006578197,7
VLID_309,Crime 2,,,,0,,12,5,83.898361072,0,3,,6,No,,,,,,85.440008544,,2,13,,,,,,,,,,No,,1,,,,,36
VLID_310,Crime 1,706.20565486,0,,0,0,7,1,30.319546514,0,4,166.1097852,1,No,1,33.333333333,136.26666667,0.0144927536,29.116465863,75.0000075,0,1,1,319.05015119,0,40.915673199,,2,1,21.459046911,3.8449926605,284.86552832,No,37.725912627,3,0,308.29588614,54.973752213,33.46134834,4
VLID_311,Crime 2,230.97970932,0,,3,0,0,1,138.60461024,1,2,164.20047733,0,No,1,5.5555555556,93.333333333,0.0155279503,22.891566265,57.480005748,0,1,1,357.14569163,0,57.710917348,0,2,1,14.295717463,2.205797609,52.198933735,No,32.746858169,1,2,149.91861323,53.875641048,45.629111373,
VLID_312,Crime 2,,0,,1,0,0,18,83.187248287,3,3,141.28878282,2,No,0,0,0,0.0326086957,,100.00001,0,1,4,6545.4487734,0,0,0,0,7,1.8694126119,1.0153586536,0,Yes,,3,0,99.111005996,50.441784172,0,4
VLID_313,Crime 1,514.07791716,0,,5,0,1,1,199.23075475,0,0,173.74701671,0,No,0,5.5555555556,0,0.0260869565,26.131737836,232.0000232,0,2,9,475.87679267,0,39.272523846,0,1,1,15.402449198,1.4812693375,153.5923085,No,32.135395341,4,1,280.9165403,53.934984109,25.856496445,13
VLID_314,Crime 2,1788.6121081,0,,4,0,4,3,147.09879033,2,1,292.12410501,5,No,0,0,2400,0.0186335404,0,360.000036,0,1,5,825.08591338,30,242.39588736,0,2,0,5.9858510293,1.1932317025,1799.6911315,No,0,0,2,332.78147999,53.645468202,0,5
VLID_315,Crime 1,,,,1,0,8,7,8.0344675591,1,1,,1,No,,0,,,,79.416007942,,1,22,,0,,,,,,,0,No,,1,,,,,33
VLID_316,Crime 2,595.09849212,0,,7,0,4,0,8.5711941677,2,4,218.61575179,4,No,0,5.5555555556,80,0.0155279503,,180.000018,0,1,4,339.36777276,0,118.73321965,0,2,1,13.986197257,0.6827795877,43.515619648,No,15.000997407,1,1,104.73156277,54.253602626,162.74383056,7
VLID_317,Crime 2,54.487521173,0,,8,0,3,1,97.083054872,2,4,190.93078759,2,Yes,,5.5555555556,,0.0260869565,0.8605851979,400.00004,0,3,0,320.0025397,0,,0,0,0,22.016267418,0.0625820823,67.848708935,No,2.8725314183,0,0,19.198931538,54.882323485,,3
VLID_318,Crime 2,,,,3,0,4,2,73.225170007,0,3,82.100238663,10,No,0,0,0,0.0543478261,,20.000002,0,3,12,,0,0.3261212456,0,0,0,,,0,Yes,,1,0,,,0,0
VLID_319,Crime 1,298.49685512,0,,1,0,4,5,64.472443157,2,2,273.03102625,1,No,0,0,0,0.0217391304,5.9752900491,40.000004,0,2,4,654.92583274,30,46.923829993,,0,1,6.582341999,1.2900071833,181.82133338,No,8.547775783,4,0,71.954256459,52.40916931,288.98437203,7
VLID_320,Crime 2,177.48717766,2,,11,0,1,4,97.466025952,0,6,96.420047733,4,No,0,27.777777778,133.33333333,0.0260869565,33.269441402,600.00006,0,1,6,317.14537417,0,8.54186801,1,1,0,24.004199421,0.4220209115,3.697837178,No,,1,0,188.3164763,57.305958938,0,16
VLID_321,Crime 1,283.3351101,0,,2,0,0,12,24.987665887,0,1,209.06921241,1,No,1,16.666666667,93.333333333,0.0048309179,,304.0000304,0,2,2,346.03449234,0,87.074372577,0,1,2,17.851352944,1.0002375883,299.32671299,No,,1,2,239.90317061,54.362425992,7.6048518955,5
VLID_322,Crime 2,1140.4475084,0,2430.2343004,3,0,8,2,144.76150553,3,2,231.98090692,2,No,1,11.111111111,0,0.0016722408,,452.0000452,0,0,2,412.38422527,1,89.194160674,,1,3,16.647571774,2.5462877344,1037.4084104,Yes,0,0,1,873.46791135,54.761427856,135.36636374,3
VLID_323,Crime 1,118.45113299,0,,1,0,4,4,8.4839429542,1,4,200.47732697,15,No,0,0,0,0.0217391304,,288.0000288,0,0,11,914.92789625,1,44.289773778,0,0,4,5.5857254214,0.1501394813,151.21512746,No,,2,0,34.33548046,51.260891337,745.27548576,0
VLID_324,Crime 2,,,,4,5,2,2,57.03548314,0,6,28.639618138,0,No,0,0,0,,,4.0000004,,2,2,,0,0,,0,3,,,0,No,,1,0,,,1.5209703791,
VLID_325,Crime 2,,,,2,0,7,2,14.457097467,0,2,155.60859189,1,No,0,0,0,0.0326086957,,60.000006,0,2,5,,0,0,,,,,,0,Yes,,1,,,,0,
VLID_326,Crime 2,2705.4238774,0,,0,0,0,8,83.380589592,3,1,181.38424821,7,No,0,11.111111111,213.33333333,0.0124223602,,440.000044,0,3,1,530.1629378,0,154.78216042,,3,4,18.259815085,1.0587104584,344.49315281,No,20.524028829,1,0,354.31767276,54.153323008,1114.8712879,
VLID_327,Crime 2,1855.2290253,0,,2,0,0,4,26.51445265,2,1,121.24105012,4,No,2,33.333333333,0,0.0072463768,,480.000048,0,1,11,317.14537417,0,153.30207169,,2,4,22.484934042,1.9703518606,2579.7366777,No,,2,0,1219.2712753,55.049936015,486.71052131,4
VLID_328,Crime 2,,0,,3,,8,4,72.183322856,1,1,227.20763723,0,Yes,,0,,0.0217391304,19.871151272,99.99601,0,2,3,327.93911063,30,,0,,0,17.435778931,0.6790155579,10.730331097,No,,1,,66.278050613,54.805541646,,4
VLID_329,Crime 1,23.690226597,0,,2,0,2,4,219.72294401,1,0,162.29116945,2,No,0,5.5555555556,0,0.0217391304,,124.0000124,0,1,9,349.20912071,1,29.664490225,0,0,0,18.10856108,0.1941836403,3.3346567408,No,,0,0,22.203981691,54.021031547,223.58264573,9
VLID_330,Crime 2,,,,1,0,2,5,189.28739949,3,1,48.687350835,2,No,,0,,,,100.00001,,2,4,,0,,,,,,,0,No,,1,,,,,1
VLID_331,Crime 2,,,,0,,0,4,163.38673201,4,2,,6,Yes,,,,,,320.000032,,2,4,,,,,,,,,,No,,4,,,,,6
VLID_332,Crime 2,,0,,6,,1,6,224.36385486,0,2,284.48687351,4,No,0,0,0,0.0072463768,0,280.000028,0,2,1,9307.6929182,30,860.63396716,,,6,9.9570838603,5.5321653763,16.508201687,No,0,2,,1234.2965261,52.224376168,11728.202593,11
VLID_333,Crime 2,4794.9018632,0,2566.2402507,5,0,2,12,101.25325465,0,0,217.66109785,4,No,0,0,0,0.027173913,18.814842704,240.000024,0,1,7,612.06834975,0,303.43073279,0,1,4,6.9500422708,1.2639248372,329.37164007,No,,2,0,246.74800707,52.840197797,515.60895852,5
VLID_334,Crime 2,,0,,3,0,2,1,34.951757794,1,1,258.71121718,8,No,0,0,0,0.0108695652,0.3569834895,296.0000296,0,1,10,670.48151176,30,96.556974949,0,,2,19.572587804,5.1245396395,36.747256956,Yes,,1,,1200.5175364,54.343715573,1273.0522073,8
VLID_335,Crime 2,18.999561731,,,0,0,1,2,77.715218582,0,2,170.88305489,0,No,0,0,0,0.0108695652,,200.00002,0,0,3,,0,0,,0,0,,,50.713195583,Yes,,1,0,,,0,1
VLID_336,Crime 2,,,,4,0,0,4,47.004188976,4,2,134.60620525,0,No,0,0,0,0.0217391304,,4.80000048,0,2,3,,0,0,,,,,,0,Yes,,1,,,,0,
VLID_337,Crime 1,237.18654869,0,,6,0,10,8,92.221677606,4,1,205.25059666,3,No,0,16.666666667,0,0.0173913043,,106.17201062,0,0,7,317.14537417,30,29.664490225,0,0,1,22.525361274,4.5681174534,35.327551611,No,0,2,0,465.56017752,55.047571357,79.090459713,2
VLID_338,Crime 2,,,,3,0,4,2,22.533799933,0,0,236.75417661,6,No,0,0,0,0.0326086957,,200.00002,0,5,11,,30,118.54507278,,,,,,524.13540357,No,,1,,,,0,0
VLID_339,Crime 1,776.75514966,0,,3,0,5,6,64.194069194,0,2,220.52505967,3,No,0,0,146.66666667,0.0144927536,,24800.00248,0,1,8,412.38422527,0,0.3762937449,0,3,2,,0.0000257053,318.41019414,No,,0,1,0.4451926154,50.097874084,0,1
VLID_340,Crime 2,16.630539071,0,,0,0,1,3,46.156403175,2,2,181.38424821,1,No,0,0,0,0.0362318841,,340.000034,0,2,2,428.57482996,0,0,0,0,0,,0,120.44383951,Yes,,0,0,0,50.025037556,0,0
VLID_341,Crime 2,1167.0279426,0,,10,0,1,2,95.265387618,0,1,126.96897375,10,No,0,0,0,0.0217391304,8.3668005355,208.0000208,0,2,0,388.5745125,0,0,0,0,3,5.6584269346,0.0241375493,7.4286907593,No,,1,0,4.1736807691,51.276915373,0,11
VLID_342,Crime 2,174.97601365,2,,1,0,5,1,73.870272712,2,3,168.97374702,2,No,0,22.222222222,0,0.0133779264,18.449555799,200.00002,0,2,9,317.14537417,0,25.575431531,0,1,1,17.514804264,0.8676537101,543.41698314,Yes,10.173548773,1,1,145.18844169,56.818561175,27.377466824,18
VLID_343,Crime 1,198.99790341,,,5,0,1,4,118.18195099,3,0,,1,No,,0,,,,180.000018,,0,0,,0,,,1,2,,,0,No,,1,0,0,,,0
VLID_344,Crime 2,351.75248451,0,2485.6091493,3,0,3,5,93.44145651,1,5,211.93317422,3,No,0,0,0,0.0217391304,23.206647729,167.20001672,0,1,11,,30,11.665106093,,0,,,1.5481457536,107.6664914,No,27.885757899,1,,223.65364015,53.497319149,0,0
VLID_345,Crime 1,717.81386589,0,,2,0,6,2,30.193073928,0,1,249.1646778,14,No,0,0,0,0.0134575569,15.585418597,200.00002,0,2,3,475.87679267,1,211.81574902,0,1,1,8.6177513526,1.4795674036,356.18095961,Yes,,2,1,247.58274322,52.55132699,947.56454618,13
VLID_346,Crime 2,,,,2,0,3,3,32.178625851,4,1,63.007159905,5,No,0,0,0,,,480.43204804,,1,5,,0,0,0,0,1,,,0,No,,1,0,,,0,1
VLID_347,Crime 1,260.59249257,0,,1,0,5,3,51.547478551,0,3,259.66587112,0,No,0,11.111111111,0,0.0031055901,26.305220884,56.820005682,0,2,6,339.05030992,1,35.032947653,0,0,1,12.387447679,2.4763865741,86.734091665,Yes,,1,0,167.16982707,54.341512268,18.251644549,
VLID_348,Crime 2,3314.3100814,0,2491.8413142,2,0,4,7,67.579597544,4,3,277.80429594,4,No,0,0,0,0.0018115942,,2000.0002,0,1,12,486.03560346,30,209.6332453,0,2,3,0.7243377863,0.0751198396,1498.0862867,No,,1,1,106.84622769,51.930167979,1601.5818092,6
VLID_349,Crime 1,,,,0,,4,1,117.51331044,2,0,,1,No,,,,,,100.00001,,0,2,,,,,,,,,,Yes,,2,,,,,
VLID_350,Crime 1,120.82015564,,,0,0,6,7,17.858480123,0,2,154.65393795,2,No,0,0,0,0.0543478261,,120.000012,0,0,6,,0,0,,1,3,,,154.78089902,No,,3,0,,,0,0
VLID_351,Crime 2,33.166317236,0,,0,0,4,4,35.580070363,1,1,211.93317422,1,No,0,5.5555555556,0,0.0108695652,20.548862115,72.0000072,0,0,4,333.33597886,30,6.1963036665,0,0,0,16.857667396,0.9000547302,14.428168275,Yes,,0,0,70.284784151,54.66771586,316.36183885,11
VLID_352,Crime 2,142.14135958,,,4,2,10,4,40.854724062,2,2,85.918854415,0,No,0,0,0,0.0543478261,,160.000016,0,1,4,,0,0,,0,1,,,415.54445287,No,,3,0,0,,0,15
VLID_353,Crime 2,,0,,10,,1,2,104.9274375,1,3,,8,Yes,,0,,0.0217391304,22.085135413,720.000072,0,1,7,1377.4712498,30,,0,,0,15.109623658,0.7207489151,140.18764873,No,24.296828247,1,,381.91961491,53.36004006,,3
VLID_354,Crime 2,1862.4308542,0,,4,0,1,3,65.519704808,1,3,199.52267303,2,No,0,11.111111111,7600,0.0130434783,16.112838451,600.00006,0,1,12,317.14537417,0,494.86390396,0,2,2,4.403987321,0.8638708197,358.78925547,No,30.879712747,1,1,385.48115583,55.045067601,336.13445378,6
VLID_355,Crime 2,21.415964844,,,5,2,4,0,81.934144812,2,3,118.37708831,9,No,,0,,0.1739130435,,280.000028,0,0,10,,0,,,0,0,,,60.453034579,Yes,,1,,0,,,1
VLID_356,Crime 2,386.15069353,0,,3,0,1,3,6.7324329368,4,3,301.67064439,1,No,0,0,0,0.0289855072,,52.0000052,0,1,4,480.00380955,30,15.678906039,0,0,0,3.2513043618,1.0185066298,230.32242994,No,,0,0,65.332016305,51.607411117,80.611430092,7
VLID_357,Crime 1,146.1686981,,,3,0,2,1,187.16675017,1,5,134.60620525,2,No,0,5.5555555556,0,0.0054347826,,272.0000272,0,4,3,,0,4.5907836882,,0,2,25.287835515,,766.14564031,Yes,,0,0,154.98267922,,57.796874406,0
VLID_358,Crime 2,24.827357474,0,,6,0,0,3,190.38704013,2,2,97.374701671,2,No,0,5.5555555556,0,0.0326086957,,560.000056,0,1,3,317.14537417,0,4.1392311942,,0,2,23.788366804,0.0697049512,0,Yes,,0,0,29.160116307,55.272909364,0,3
VLID_359,Crime 2,,0,,2,,2,4,103.27411968,1,4,226.25298329,3,No,0,0,0,0.0043478261,,22.40000224,0,2,9,355.55837745,2,39.184721972,0,,4,18.218352005,8.3383473419,0,No,,1,,362.77633245,54.89849819,0,2
VLID_360,Crime 2,,,,2,,1,2,200.85452628,0,1,,3,Yes,,5.5555555556,,0.0217391304,,72.0000072,0,1,6,,30,,,,,,,3.4997387577,No,,1,,,,,39
VLID_361,Crime 2,,,,1,0,4,1,90.42735685,3,6,,8,Yes,0,0,0,,,160.000016,,1,0,,0,0,,0,1,,,0,No,,1,0,,,0,3
VLID_362,Crime 2,,,,1,,0,0,73.994146878,2,0,,6,No,,,,,,175.0000175,,4,7,,,,,,,,,,No,,2,,,,,6
VLID_363,Crime 1,,,,5,0,2,3,39.192381352,2,5,225.29832936,4,No,,0,,0,,144.0000144,0,0,7,,30,,,,,,,0,Yes,,3,,,,,2
VLID_364,Crime 2,39.136254338,,,6,0,0,4,6.0922272779,1,5,133.65155131,7,No,0,5.5555555556,0,0.0217391304,,250.000025,0,3,3,,0,5.2555693042,,0,1,32.694302178,,277.73398519,No,,1,0,32.053868306,,33.46134834,1
VLID_365,Crime 2,47.380453194,0,,6,0,4,4,12.388174181,3,3,214.79713604,3,No,0,0,0,0.0031055901,,240.000024,0,2,11,493.33724871,0,48.353746224,0,0,2,14.838917454,2.1042609717,59.759690108,Yes,,2,0,410.80148583,54.011779028,319.40377961,3
VLID_366,Crime 2,,,,1,0,1,0,24.599150345,1,7,134.60620525,4,No,,0,,0.0217391304,,300.00003,0,3,14,,0,,,,,,,6.2070838344,No,,3,,,,,0
VLID_367,Crime 1,,,,1,1,1,5,86.263716197,4,2,140.33412888,1,No,,0,,0,,200.00002,0,2,6,,0,,,,,,,229.9262331,No,,2,,,,,7
VLID_368,Crime 2,1089.7504235,0,2419.9444792,1,0,2,2,79.884442773,1,1,334.12887828,13,No,0,0,6133.3333333,0,,196.0000196,0,1,9,6897.1975968,30,155.50966166,,0,4,2.2238731085,0.7687250325,861.86019369,No,,1,0,126.49035184,50.5199103,0,
VLID_369,Crime 1,872.70056738,0,,0,0,2,1,54.443601435,2,2,170.88305489,4,No,0,5.5555555556,0,0.0144927536,30.655957162,168.0000168,0,1,5,343.81225248,0,0,0,2,3,20.789429382,0.3514922303,84.951205883,No,,2,0,50.97455446,54.611917877,0,2
VLID_370,Crime 2,521.4218874,1,2465.4567291,5,0,3,4,73.310848192,1,3,123.150358,3,No,0,11.111111111,0,0.0079051383,34.68875502,392.0000392,2,2,17,317.14537417,0,25.412370908,0,2,2,10.558996988,0.54891171,2082.8398069,Yes,9.6389387592,2,0,200.33667692,55.343014522,0,24
VLID_371,Crime 2,80.54677043,0,,4,1,4,1,61.769188918,1,1,176.61097852,1,No,0,0,0,0.0391304348,,168.0000168,0,3,12,,0,0,,0,0,,0.1933974717,121.96259407,No,,1,0,28.047134768,52.829243866,0,2
VLID_372,Crime 2,0.4738045319,,,1,0,4,7,31.664697801,2,3,54.415274463,1,No,,0,,,,56.0000056,,2,6,,0,,,0,1,,,0,No,,4,0,,,,10
VLID_373,Crime 2,508.25012141,2,2510.8367486,2,0,6,2,12.346287867,0,3,137.47016706,4,No,0,16.666666667,54.666666667,0,,3078.0003078,0,3,13,317.14537417,0,288.85562173,,1,1,24.360645607,0.2561856365,714.64005104,Yes,,0,0,556.93596182,56.788516107,310.27795734,1
VLID_374,Crime 1,857.58620281,0,2418.2113655,5,0,5,8,25.418059352,1,5,213.8424821,2,No,0,5.5555555556,1493.3333333,0.0150501672,,220.000022,0,2,9,317.14537417,0,104.03267735,0,1,2,16.97912291,1.607347876,624.07605659,Yes,4.9319388637,1,0,291.37856676,55.032548823,235.75040876,11
VLID_375,Crime 2,,,,0,0,1,1,12.465313109,0,1,,7,No,,0,,,,190.000019,,6,7,,0,,,,,,,0,No,,1,,,,,0
VLID_376,Crime 2,,,,9,0,3,4,0.8378511311,0,3,,3,Yes,,0,,0.0217391304,,100.00001,0,0,13,,30,,,,,,,0,Yes,,0,,,,,4
VLID_377,Crime 1,,,,3,,2,2,32.803164939,1,1,,12,No,,,,,,160.000016,,1,7,,,,,,,,,,Yes,,0,,,,,
VLID_378,Crime 2,686.49538633,0,2418.7093476,9,0,5,4,208.35813066,1,2,85.918854415,5,No,1,11.111111111,0,0.0048309179,,260.000026,0,1,4,317.14537417,0,30.40453459,0,1,1,20.383323273,0.9822545029,593.80001469,No,,2,0,197.66552122,55.262894342,80.611430092,10
VLID_379,Crime 2,,,,2,0,2,1,59.009147506,1,3,,9,No,0,0,0,,,288.0000288,,0,14,,0,0.4640956187,0,0,0,,,0,No,,2,0,,,171.86965284,
VLID_380,Crime 1,90.022861069,0,,4,0,4,7,51.327129687,2,5,181.38424821,2,No,1,5.5555555556,0,0.0217391304,,288.0000288,0,2,2,365.08226256,0,28.786471487,0,0,1,14.731916578,0.2742418078,557.11879054,No,14.043486934,2,0,62.71650969,54.276414622,104.94695616,2
VLID_381,Crime 2,,,,2,,1,5,162.34665243,1,3,,0,No,,,,,,100.00001,,4,5,,,,,,,,,,Yes,,1,,,,,
VLID_382,Crime 1,510.33486135,0,,3,0,10,7,65.363610735,1,4,236.75417661,3,No,0,16.666666667,0,0.0072463768,0,162.0000162,0,1,2,317.14537417,0,33.038590805,,0,5,22.356496175,1.5800965522,1460.8768001,No,0,1,0,222.54065861,55.036258091,179.47450473,6
VLID_383,Crime 1,,0,,2,0,0,1,93.744492788,2,2,129.83293556,3,No,0,0,0,0.0217391304,,404.0000404,0,3,16,317.14537417,0,17.347141641,,0,4,22.798818429,0.1625058693,167.19506669,No,,1,0,50.306765537,55.054804429,0,3
VLID_384,Crime 2,37.904362555,0,,7,0,6,0,39.845719078,1,5,230.07159905,10,No,0,0,0,0.0217391304,0,112.0000112,0,2,4,,30,10.950147978,,0,,,0,49.524605062,No,0,1,,0,50.025037556,0,9
VLID_385,Crime 2,2193.7149829,0,,2,0,3,0,198.67845362,5,3,321.71837709,1,No,0,0,3333.3333333,0.0217391304,,508.0000508,0,0,9,1904.4595592,30,409.14418886,0,1,1,2.7794470096,0.2244427964,873.58101689,No,,2,1,85.755227535,50.642363545,0,0
