@relation 'Crime1Train_trainData-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.8 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.344mvar_37-0.34mvar_1-0.333mvar_36-0.327mvar_28-0.316mvar_15... numeric
@attribute -0.359mvar_30-0.332mvar_16+0.306mvar_12-0.273mvar_2+0.261mvar_24... numeric
@attribute -0.282mvar_12-0.275mvar_25+0.274mvar_5+0.269mvar_29+0.267mvar_24... numeric
@attribute 0.365mvar_19+0.358mvar_25-0.346mvar_28+0.263mvar_34-0.241mvar_36... numeric
@attribute '0.498mvar_31+0.41 mvar_37+0.305mvar_39-0.226mvar_32-0.222mvar_2...' numeric
@attribute -0.419mvar_14+0.394mvar_33-0.34mvar_10-0.324mvar_40-0.302mvar_18... numeric
@attribute 0.364mvar_24+0.339mvar_27+0.291mvar_2+0.262mvar_21-0.242mvar_3... numeric
@attribute -0.41mvar_21-0.352mvar_27-0.316mvar_20+0.281mvar_40-0.268mvar_39... numeric
@attribute -0.514mvar_10-0.414mvar_33-0.386mvar_40-0.3mvar_21-0.21mvar_26... numeric
@attribute 0.523mvar_9-0.411mvar_6+0.388mvar_11-0.29mvar_35+0.251mvar_22... numeric
@attribute -0.518mvar_4-0.44mvar_13-0.354mvar_20+0.333mvar_23+0.264mvar_22... numeric
@attribute '0.461mvar_8+0.442mvar_35+0.43 mvar_7+0.294mvar_9+0.243mvar_11...' numeric
@attribute -0.441mvar_23-0.396mvar_20-0.33mvar_8-0.291mvar_9+0.269mvar_3... numeric
@attribute -0.474mvar_6-0.39mvar_22-0.382mvar_8-0.34mvar_4+0.318mvar_35... numeric
@attribute -0.53mvar_22+0.365mvar_11+0.341mvar_8-0.271mvar_35-0.256mvar_7... numeric
@attribute -0.377mvar_4+0.344mvar_7+0.334mvar_6-0.324mvar_23+0.294mvar_9... numeric
@attribute '-0.601mvar_13-0.341mvar_35+0.32 mvar_7+0.311mvar_6+0.283mvar_11...' numeric
@attribute 0.444mvar_23+0.432mvar_6+0.333mvar_13-0.313mvar_4+0.308mvar_11... numeric
@attribute '-0.525mvar_7+0.468mvar_9+0.39 mvar_35+0.222mvar_20+0.217mvar_6...' numeric
@attribute -0.451mvar_23-0.316mvar_4+0.273mvar_38-0.273mvar_33+0.251mvar_35... numeric
@attribute -0.474mvar_11-0.435mvar_22-0.435mvar_20+0.371mvar_9-0.223mvar_8... numeric
@attribute -0.351mvar_26+0.312mvar_20+0.296mvar_33-0.267mvar_4+0.259mvar_25... numeric
@attribute 0.592mvar_3-0.321mvar_38-0.296mvar_26-0.295mvar_5+0.207mvar_34... numeric
@attribute '-0.439mvar_21+0.435mvar_39+0.398mvar_27+0.36 mvar_40-0.295mvar_10...' numeric
@attribute '-0.465mvar_21+0.43 mvar_27-0.392mvar_39-0.361mvar_40-0.187mvar_8...' numeric
@attribute output {0,1,2}

@data
-6.607777,-1.35617,0.660022,-0.548144,0.690651,0.854476,-1.718539,0.939864,-0.489101,0.041072,-0.087221,-0.733576,-0.474984,-0.345999,1.064039,1.13713,-0.601075,-0.554962,-1.811318,0.951888,0.69322,0.847248,-1.833661,-0.355927,-1.135929,1
-0.911166,-3.903781,-0.528181,0.62324,-1.277311,-0.424533,0.088113,1.673848,-0.851741,0.374245,0.056256,-0.420247,0.917536,-0.840153,-1.464367,2.199432,0.174003,1.278336,-0.467226,-1.635083,-1.009588,0.634076,-0.08087,0.729585,-0.522158,0
1.650026,-0.266578,0.834841,-0.602716,0.561804,0.479527,-0.397314,0.478058,-0.3735,-1.942629,-0.353317,-0.986803,1.173084,0.954912,1.016318,0.563095,0.334411,-0.354071,0.496316,-0.043476,0.285373,0.459627,-0.954943,-0.530208,0.41251,0
1.16255,-0.787601,1.497842,-1.444586,0.833758,-1.084711,0.207348,0.228375,1.049217,0.203883,1.186218,-0.601745,0.634819,1.765934,0.121788,-0.230413,-0.348126,-0.187218,0.498638,0.650004,-0.698935,-0.138815,0.229396,-0.185338,0.013997,0
-10.72205,-2.736787,0.140556,1.379474,3.497341,-0.957654,-1.382944,-0.516593,1.127729,0.349677,-0.290518,-1.400271,0.809801,0.949712,-0.631529,0.104941,1.339829,-0.59922,-0.661569,0.342619,1.533319,0.368601,-0.261288,0.19724,-1.019097,0
1.610221,1.265308,-0.522029,-1.450569,0.785711,1.172085,-0.734574,-0.211835,-1.687753,2.706503,-0.825085,0.604087,-0.749688,0.087634,0.795952,0.651342,0.27527,-1.745181,1.850674,0.429045,2.109788,-0.096787,0.943269,-0.261277,1.369433,0
2.139169,-1.598566,2.246404,-0.053181,0.37655,-0.257224,-0.89571,1.416128,0.627418,-0.54926,0.49114,-1.408878,0.617743,0.191627,0.068873,0.856439,0.72042,-0.001515,1.573118,-1.190846,0.7719,1.477233,-2.002254,-2.137093,0.189119,0
1.497933,-0.477233,0.260714,-0.10762,0.398426,0.157912,-0.466364,-0.71254,0.558363,-1.770381,0.912932,-0.323056,0.663538,-0.680641,0.782303,0.599732,0.092846,0.693416,0.301744,1.425236,-1.498481,-1.296781,-0.331673,-0.071673,0.20367,0
-0.001976,0.128452,0.054492,0.01381,0.079391,0.128549,0.256828,0.085278,1.062994,0.334331,1.369616,0.894854,-1.455475,0.452444,-0.807568,-0.382819,-0.593755,1.094038,-0.745048,-0.684999,0.391996,0.201512,0.194467,-0.540922,-0.070073,0
-2.965469,-4.43121,-1.557816,1.853014,-2.758969,-0.586734,1.568828,0.043164,1.072236,1.264645,0.435496,-0.887128,-0.139415,0.459519,-1.238023,3.109242,0.511844,-1.52095,-0.105963,-1.348594,-0.561219,-0.206042,1.325679,-0.936796,0.863381,0
1.089451,0.057749,-0.665824,0.768627,-0.109697,0.475033,-0.480608,-0.402195,-0.709198,-0.679825,0.136606,1.235584,1.302237,1.189781,-2.467318,1.352186,-0.647387,-1.008243,-1.00796,0.15331,-1.814994,0.259978,-0.304834,0.073123,0.09873,0
1.058577,0.448516,-0.26825,0.085714,0.032761,-0.356605,-0.430491,-0.301961,-0.461011,0.642026,-0.476291,-0.854925,0.144034,-1.386118,0.250109,1.269799,-0.393715,-0.009404,-0.776402,0.392177,-0.146909,0.204569,0.067527,0.03583,-0.056071,0
-0.097284,1.02812,-0.933194,0.983547,-0.109122,0.063206,0.077865,0.22653,0.470612,0.104566,0.516731,-0.276051,-0.90843,0.749147,0.789885,-1.060737,-0.148697,0.06171,-0.014299,0.040838,1.051609,0.669953,0.402062,-0.497218,0.13546,0
1.160169,-0.854047,-0.139241,0.274192,-0.207482,-0.134981,-0.952534,0.006847,-0.299451,1.019317,-0.923942,0.545146,1.055511,-0.164294,1.583635,-1.653088,1.553162,0.337843,-0.083536,0.389687,-1.167352,-1.014782,-0.012286,0.506751,0.155104,0
0.077279,-0.053123,-0.041704,0.157855,-0.015447,0.502583,-0.506931,0.1751,-0.941983,-0.251251,-0.190596,-0.237413,0.372367,0.774372,-0.028781,1.593676,-0.118209,-0.652868,0.716302,0.700662,1.157328,0.484712,-0.01306,-0.213849,0.395631,0
0.78121,-0.374365,0.572604,-0.489056,0.251071,0.234384,0.015299,0.230392,0.466339,-0.128289,0.457202,-1.045217,-0.509099,-0.05906,-1.035782,-1.632842,0.799138,-0.92163,-0.82364,-0.592949,-0.296602,-0.909493,0.684751,0.192391,-0.023334,0
-1.579979,1.122111,1.651349,2.566365,3.086497,0.178494,-0.532574,-2.292916,-0.865863,-1.090858,-1.768848,-1.800738,-0.228767,-0.190713,0.355026,-0.807436,2.140831,-0.512012,1.418243,-0.734911,-0.361355,-1.84044,-0.097269,3.610792,-1.75111,1
-0.004711,0.108888,-0.006988,0.127407,0.106008,-0.183887,-0.013648,-0.822494,0.829956,-1.797603,0.02019,0.738794,0.955138,1.701466,-0.864965,0.640196,-0.16697,0.635226,-0.398461,1.328652,-0.291218,-0.617821,-0.40387,-0.136221,0.079459,0
-2.645301,-3.013766,-2.33315,0.401737,-1.694649,-1.051526,-0.264199,1.375814,0.848625,0.54834,-0.104312,-0.185221,-0.411064,0.83343,0.504611,-0.086104,-0.289419,0.471176,-0.242235,-0.292287,1.219841,0.923762,-0.387292,-0.538784,-0.05683,0
0.159123,0.212519,-0.80172,0.645682,-0.530535,-1.957369,0.727518,-0.938839,0.647249,1.043045,-0.225508,-0.826152,0.449238,0.514157,0.170295,0.06089,-0.631791,-1.384298,-0.458217,0.254679,0.775911,0.168055,0.364261,-0.077636,-0.348718,0
0.77378,-0.377252,0.30608,-0.237752,0.369449,0.849922,-0.296112,0.164205,-0.573452,-1.290207,-0.046784,0.273249,0.151915,0.357351,-1.173793,0.19889,1.258464,-0.167818,0.004962,-0.222237,0.419857,-0.320902,-0.073901,0.117716,0.60518,0
-5.92052,-2.787582,-0.117386,0.725046,1.273508,1.170966,-0.583093,0.26032,-0.891171,0.212422,-1.541509,0.861956,2.53784,-0.064478,2.734893,-0.33914,-1.824316,0.534634,0.22527,-0.870849,-0.558351,0.093257,0.907822,-0.687214,1.428113,0
-0.022825,0.104857,0.022577,0.068107,0.023283,0.061092,0.024376,-0.062464,0.601341,1.152776,0.622381,-0.236567,0.220551,0.176556,-0.311161,0.44358,-1.167954,1.123164,-0.419155,0.056317,-0.180133,0.132479,0.258368,-0.449609,0.09348,0
1.089158,0.699159,-1.308873,0.541374,0.287199,-0.710667,-0.706423,-0.991862,-0.693557,1.03973,-1.508963,0.133996,-0.644732,0.118069,-0.235934,-0.282032,0.959063,-1.456705,0.093686,0.371538,1.989499,0.416706,-0.122765,-0.443772,1.131911,0
0.901875,-0.562924,0.483901,1.489184,-0.719008,0.06625,-1.131921,0.146462,0.133825,0.939551,-2.483528,-0.891067,-0.391236,-0.610045,-0.839476,-1.390194,-0.600843,-1.433448,0.855898,0.18024,1.338022,-1.54171,-0.180367,-0.220573,0.202023,0
1.001352,-0.095201,-0.298975,0.041285,0.138859,-0.199614,0.425354,0.437372,0.890704,-0.262098,2.753656,0.629293,-1.01763,1.033292,-1.658653,-1.128063,-0.722764,2.389914,0.536156,-0.798379,-0.692508,-0.5465,0.196906,0.097988,-0.086994,0
-1.340009,2.588913,-0.341339,1.209384,-0.55027,0.396052,0.039791,-0.372935,1.002667,-0.357705,1.013336,-1.031902,-0.277207,-1.093558,-0.904319,1.064768,1.224384,0.765231,-1.517747,0.206425,0.409216,1.051892,-0.27016,-0.604396,-0.01491,1
0.144404,0.237809,-0.827851,0.471528,-0.427587,-1.813232,1.078543,-0.41924,0.588664,1.831362,-0.200123,-1.22748,-0.208082,-0.465003,0.784255,0.259665,-2.17933,1.077361,0.608438,-0.566294,2.348169,0.625793,0.446955,-0.313727,-0.099507,0
0.266313,0.008257,0.154939,-0.014219,-0.003619,1.01555,-0.591657,0.403771,-0.714738,-0.777685,-0.749855,-0.113766,-0.895389,-0.5031,0.925439,-0.475126,-0.207898,-2.219077,0.235343,-0.358732,0.951242,0.434548,-0.044895,-0.215873,0.155324,0
-2.581014,-0.198851,0.101399,-0.145778,0.323761,0.307238,-0.041675,-0.09243,0.222011,1.686343,-0.757243,-1.066664,1.714909,-0.610015,-0.572727,0.628742,0.425702,0.552519,-1.920122,-0.488946,-1.73143,-0.573495,0.132702,0.036489,0.30366,1
0.626493,1.904616,-0.872987,-1.332196,0.270393,0.370833,-0.682325,-1.807526,-0.450505,0.610998,-0.474382,0.025579,0.11968,-1.410404,0.659253,1.588122,0.603765,0.791506,-1.4421,0.26635,0.037506,0.124656,-0.310968,0.239905,0.510496,1
1.638774,0.894651,-1.034027,-0.621148,0.199465,1.111446,-0.755827,-0.080783,-0.898965,0.569143,1.145387,0.340222,0.234543,0.276255,-0.412348,0.919492,0.738027,0.998866,0.928757,-0.06909,0.025034,-0.19384,0.060788,-0.19995,0.964543,0
0.303261,-0.152937,0.037458,-0.339868,0.236398,-0.623688,0.392896,0.015385,-0.294853,-0.727503,0.56522,0.403661,-1.004564,0.075382,-0.748281,1.295498,1.364541,1.010768,0.227195,0.863875,1.215898,-0.098983,0.298244,0.436697,-0.288297,0
1.245305,-0.151762,-0.067818,-0.00855,-0.216796,-0.076246,-0.296547,0.447826,0.308817,0.381447,0.020671,-0.172921,-1.006523,-0.824497,-0.8879,-1.876336,0.285375,-0.388551,0.843772,-0.8894,-0.010431,-1.168329,0.330692,0.272712,0.00667,0
1.626051,-0.852969,0.899631,-0.023726,0.446845,-0.422079,-0.882633,-0.644087,0.211498,0.156946,0.625509,-0.112228,-0.693277,-0.534415,0.921685,0.497795,1.240292,-0.038402,-0.892202,0.93234,0.192767,0.086837,0.074778,0.230676,-0.089025,0
-0.001398,0.109572,0.219508,0.038192,-0.058951,0.323966,-0.37779,-0.442888,0.592477,-1.405763,-0.317676,-1.173808,-0.181548,0.618151,0.927008,-0.264744,-0.260518,-0.992094,-0.792666,0.763766,0.470906,-0.332448,0.056072,-0.241263,-0.019354,1
0.022808,-0.037832,0.081873,-0.064233,0.049858,0.820471,-0.216463,0.491919,-0.16874,-0.93296,0.988755,0.505034,-1.474222,-0.98855,-0.230642,0.042326,-0.175894,-0.568092,0.302792,-0.989258,0.307965,0.557323,-0.499527,-0.207322,0.111455,0
-5.131371,1.979911,1.162645,3.067716,2.468121,0.93661,-1.472396,-1.253356,-1.123082,-0.555663,-0.239363,-0.470639,-0.549495,0.792408,0.106387,-0.375442,0.953884,-0.654932,-0.5317,-1.84947,0.469158,0.695983,0.387213,0.133451,-0.101498,1
-3.925515,-2.693533,-1.362266,1.045379,-0.725188,-0.972918,-0.025922,0.738012,0.993828,0.623042,0.41257,0.996274,0.299988,-0.433897,0.138082,-1.111783,0.218287,1.144442,-0.508303,-1.193166,-1.750305,0.45624,-0.902326,0.986789,-1.032147,0
-5.273275,-12.010098,4.790715,-0.941739,-8.290976,5.962803,13.493589,-12.632637,-7.331418,0.150986,6.133503,0.089238,3.925463,0.129566,0.054451,-3.035482,0.005756,-1.126341,2.002896,1.179759,4.067227,-0.240797,-1.177729,-1.528644,-2.309016,0
0.139398,0.427808,-1.808079,2.637334,0.154376,-2.039675,0.293382,-1.620972,0.963543,0.229063,0.59778,-0.409417,0.363982,0.668369,0.905817,-0.807331,0.550031,1.228357,-1.284954,-1.077422,0.280289,0.916399,-0.447745,0.013657,-0.209425,1
0.062784,0.192968,-0.748152,0.483708,-0.119774,-1.930878,1.359046,-1.273502,1.068763,0.539384,-0.76052,3.763131,-0.113175,-0.955165,-0.139785,-1.361846,0.413529,-0.378684,-1.412132,-1.090647,-1.502711,-0.004811,-0.757667,0.378081,-0.744016,1
0.12413,0.066655,-0.730872,0.428351,-0.463524,-2.047483,0.89074,-0.893241,0.327564,-0.690461,-0.51997,-2.091209,0.480164,-0.665103,0.579877,-0.103341,1.23572,-0.609614,0.229682,-0.027682,1.29908,-0.399018,-0.075146,0.429735,-0.025587,0
-2.897182,-5.39907,-0.663064,0.901976,-1.974742,0.859557,2.518847,0.814121,-0.183224,2.01219,-3.427754,-1.053252,0.977035,-0.728627,1.527583,-0.087942,-1.827493,0.927933,-0.664312,-1.781801,-0.382021,-1.03196,-0.206341,0.353099,0.705833,0
0.543204,0.135303,0.323599,0.303819,0.361284,1.965694,-0.516294,0.70114,-0.87898,0.928585,0.010435,1.575987,-1.100785,-1.367,1.614849,-0.465946,-0.272711,-1.637203,-0.19908,0.408905,-0.905097,0.422234,0.312545,-0.00452,-0.370166,0
-0.00343,-0.224537,0.129214,-0.330806,0.121549,-0.945398,0.245041,0.050481,-0.780856,0.120495,-0.270491,-0.480496,-0.582087,-1.916668,-0.239749,1.532643,1.741491,-0.042122,2.311395,0.988055,1.18688,-0.668931,0.138421,0.523035,0.139285,0
1.383792,1.337173,-1.017444,-0.801092,-0.19686,1.202579,-0.534242,-0.128867,-1.108054,-0.669718,-0.550567,-1.177849,0.196313,-1.373901,0.552761,1.360973,0.194017,-1.115451,0.76167,-0.78089,0.186769,-0.52986,0.053028,0.138253,0.602082,0
1.690293,0.25419,-0.096257,-0.084233,-0.249564,1.74052,-0.692072,0.888032,-0.458311,0.463096,1.081094,-1.495031,-0.235493,1.107471,0.5315,-0.683319,-0.908308,0.018411,-0.337531,-0.89428,0.547433,0.110805,0.814518,-0.294556,0.396025,0
0.796957,0.677491,0.004495,-0.862707,0.033497,1.613914,-0.720614,0.132401,-0.090595,-1.60194,0.17905,1.128618,-1.273038,-0.757696,0.904974,0.607996,-0.586284,-0.191019,1.262016,0.93632,0.833351,-0.243142,-0.58493,-0.148197,-0.246707,0
0.91198,0.683988,-1.309761,1.145161,-0.51477,-1.463914,0.13145,-0.247542,-0.201064,-1.385087,0.514821,-0.425848,0.590418,0.119632,-0.950939,1.720177,0.155178,0.162112,1.712061,0.892833,-0.282833,-0.117355,-0.177131,0.563141,-0.52861,0
0.132035,0.243367,-0.765964,0.63403,-0.422221,-1.678397,0.562912,-1.173505,1.013382,-0.528584,0.090616,0.130934,0.100709,0.983419,0.836305,-0.845421,0.478712,-1.543671,-0.234571,0.778256,0.453207,-0.431638,-0.017405,-0.00865,-0.32872,0
0.010686,0.820771,-1.130116,1.228709,-0.124357,0.383383,-0.171364,0.525776,-0.852735,1.644844,0.799597,0.386914,0.008873,0.17019,-0.606966,1.399465,-0.274213,-0.299263,0.204354,-0.246546,0.592099,1.714097,0.195304,-0.623542,0.474977,0
-11.591772,2.168673,1.784647,0.475116,3.984324,0.307462,-0.99251,0.216562,0.77539,-0.854001,0.882846,0.52475,1.406729,-0.45511,-1.328571,-0.944117,-0.743847,-0.051362,0.134281,-0.323091,1.145292,2.121825,0.102053,-1.327363,0.141886,1
-4.690797,-2.530042,-0.726504,3.173797,0.895069,0.261109,-0.59709,1.088724,0.34536,-1.014732,-0.124733,-0.148854,-0.659695,1.149074,0.796485,0.079,-0.606038,-1.021164,-0.095309,-1.956908,1.071438,0.488978,-0.215677,-0.735013,-0.139554,1
1.460439,0.391187,-0.510122,0.407387,-0.312436,0.967699,-0.996825,-0.04333,-0.578125,-0.324336,0.193196,-0.275622,1.206489,0.414161,-0.163959,1.190348,0.550542,0.388712,-0.166235,0.349028,-0.563087,-0.026436,-0.307376,-0.253566,0.618752,1
0.936875,0.423188,0.02355,0.091731,-0.285949,0.675041,-0.799246,-0.133511,0.353031,-0.074833,-0.014633,-0.609172,-0.472767,-0.250924,0.593604,0.075548,0.042909,-0.708037,-0.104421,1.56835,0.085495,-0.607075,0.387859,-0.209266,-0.272102,0
-4.683405,0.869835,-1.520778,-3.821094,-0.254813,-0.362637,-0.941408,-0.744419,0.695413,-0.206964,-1.080304,0.018342,0.593294,-0.794227,-1.911165,1.198056,1.055079,-0.001345,-0.739368,1.614017,0.393283,-0.288613,-2.379508,1.109754,-1.199602,1
0.839616,-1.870783,0.160622,0.480569,-0.996605,1.02628,-0.01405,0.338286,-1.037829,-1.514951,-0.507281,-0.11877,-0.115497,0.8887,-0.562901,-0.574118,-0.61137,-1.302074,-0.063888,-0.334325,-0.315628,-0.006829,0.208061,0.501309,0.077085,0
1.49273,-0.277069,0.873926,-0.379209,0.610234,-0.20634,0.218937,0.185343,0.746906,0.251813,0.5203,-0.544307,-0.28974,0.707414,-0.395413,-0.505601,-0.031368,-0.12864,-0.300344,-0.992509,-0.203263,0.125502,-0.003838,-0.840768,0.022802,0
0.206266,1.060637,-1.22961,-1.120321,-0.721207,0.116575,-0.450028,-0.023631,0.675644,-0.166429,0.410732,-1.883986,0.879892,0.101411,-0.160527,0.62366,-0.187965,-0.126171,-0.548082,-0.039864,-0.511464,-0.768,0.202217,-0.101852,-0.022928,1
-1.86707,-0.752195,-0.754265,-1.462322,2.598157,-0.39105,-0.728438,-1.258609,-0.23713,0.532777,1.594857,-0.569696,0.06325,-1.711164,-0.938297,0.732409,0.135547,0.553702,0.815577,1.194503,-1.839336,-0.232976,-0.51338,0.69234,0.060728,0
-1.623455,-3.349279,0.139238,0.706453,-0.191508,1.464224,-0.216727,0.48158,-0.248251,0.033461,-0.113915,0.059828,1.119311,0.833974,0.859016,0.115981,0.366477,0.402755,0.402806,0.30546,-1.095724,-0.062344,-0.689185,-0.743693,1.174222,0
0.667417,2.598916,-2.899409,0.799313,-0.268408,-1.678314,0.672447,-1.784686,0.908409,-0.389359,1.025235,-1.160177,0.102848,0.563086,0.985904,-0.237799,0.486693,-0.327384,-0.02175,-0.413771,0.730288,0.298653,-0.288255,-0.305204,0.415104,1
-0.724408,1.183746,-0.253749,-0.969705,-0.368742,0.476811,-0.521301,0.110956,0.601459,0.375352,1.228067,0.751204,-1.677562,0.98675,-0.597231,-0.585102,0.505808,1.296403,-0.11232,0.057764,1.570444,-0.546552,0.279693,-0.368911,-0.252176,0
0.048172,-0.067461,-0.140096,0.178427,-0.095856,0.662013,-0.435814,0.342338,-0.56019,-0.452119,0.709116,-0.086913,0.907177,1.369036,-0.313215,0.641701,-0.214435,-0.42473,-0.983798,0.055306,-0.696709,0.797154,-0.184988,-0.049413,-0.060223,0
0.5074,-0.256013,-0.173322,-0.362833,0.033934,0.342777,-0.036416,0.893297,-1.088985,-1.760978,1.120741,-1.326603,0.003623,-0.839969,-0.612035,0.82722,0.118232,0.295144,-0.025199,-0.268877,-0.303138,0.858568,-0.266151,0.656575,-0.340912,0
0.107052,0.205432,-0.841327,0.520759,-0.332405,-1.767692,0.688449,-0.729836,0.618868,1.211633,0.462418,-0.189857,0.111224,-0.184817,1.328097,-0.05508,-0.163766,0.257052,1.504065,0.842436,1.153251,-0.304027,0.219948,-0.137851,-0.005737,0
0.267635,0.652046,0.74864,0.552139,-0.080471,0.638986,0.141139,0.455553,0.591876,0.092115,0.237882,-0.245416,-0.765077,-0.131899,-0.396877,-1.45783,1.940998,1.799692,-1.067843,-2.196445,-0.381225,-1.381879,0.645989,0.321153,-0.227923,0
1.104457,0.800362,-0.844724,-0.630373,0.157222,0.83893,-0.392705,0.682119,-1.108134,-0.563141,0.870323,0.951484,-0.589954,0.681929,-0.375365,-1.056299,-0.27641,-0.708146,1.353364,0.166092,-0.297576,0.070413,-0.071193,0.546245,-0.069305,0
0.713075,3.270051,-2.081982,-0.331307,0.138301,-0.10403,0.191752,-1.798245,0.058725,-0.120292,-0.38669,2.171566,-1.047772,-0.321928,0.710373,1.884704,0.666722,-1.487243,-1.39396,0.100482,0.067091,0.556823,-0.445632,-0.566561,0.513451,1
0.115824,-0.483561,1.825852,1.627388,-0.133731,0.825729,0.568534,1.018608,0.56879,-0.459004,-2.422595,0.180913,-0.812099,-1.207958,0.726866,-0.952549,-0.63908,-1.176653,0.065425,0.181527,0.50049,-0.934207,0.977296,0.206896,-0.928801,0
-0.2619,0.776934,-0.033064,0.893937,-0.155748,1.25456,0.540885,0.780761,-0.393705,0.892631,-0.68758,-0.298365,0.029169,-0.384819,-1.471618,1.397744,-0.860284,-0.002666,-1.465513,-1.17327,-0.602366,0.305809,-1.171895,-0.063307,-0.100829,1
0.044972,-0.074246,-0.008133,0.156584,0.07172,0.730889,-0.52696,0.243156,-0.927676,0.460357,0.13091,0.920162,-0.020811,0.038383,0.724586,1.111129,0.609225,-0.708772,-0.01908,0.34993,0.186928,0.658847,-0.104073,-0.184217,0.204509,0
1.222011,-0.666648,0.288143,-0.398573,0.391562,-0.331953,0.58021,0.882846,-0.976308,1.877158,-0.207087,0.348071,0.719353,-0.14321,0.955199,-0.669539,-1.250392,2.126313,0.179385,-0.309875,-0.84734,-0.062318,0.742287,0.978945,-0.65135,0
-0.040248,-0.101978,-0.13113,-0.224408,0.054407,0.896229,0.111582,1.123996,-0.264106,-0.735023,1.419873,-0.683027,0.167307,-0.882431,0.068774,-0.558489,-1.31939,2.371281,0.34202,-1.677506,-0.49108,0.747837,-0.683246,0.150621,0.073371,0
0.643061,0.312554,-0.216587,0.5489,-0.109583,0.605976,-0.108589,0.067301,-0.949443,0.47738,-1.479317,1.578966,1.183603,-0.227753,-1.418012,0.792296,-0.042866,-0.740911,0.155005,-0.750478,-1.164991,-0.314934,-0.119377,0.266539,0.308971,1
0.907889,-0.971453,-0.153151,0.08405,-0.236739,1.089252,-1.169214,0.542867,-0.360561,0.332397,0.149857,1.218249,0.24741,-0.074555,0.78744,-0.590786,-1.069474,1.409032,0.486178,0.089805,-0.257801,0.385512,-0.529509,-0.145912,0.159137,0
-0.178699,0.964269,1.382974,0.562864,0.75855,1.352696,0.32657,0.265755,0.332871,2.300459,-1.067096,-0.174306,0.747173,0.183977,0.130193,-0.781576,0.871819,0.525092,-1.440072,0.624409,-0.07925,-0.20631,1.279262,-0.268392,0.024798,0
1.35885,0.80516,0.74878,-0.338311,0.383049,-0.060735,0.619292,-0.217178,0.602735,-1.695247,-2.042349,-0.832007,0.949059,0.076724,-0.739242,-0.65302,-0.062914,-0.926797,0.783156,0.024507,0.013231,-1.777417,0.128895,0.413004,0.393248,0
0.294343,0.485708,-1.111766,1.740341,0.206212,-0.565029,-0.361446,-0.409904,0.538798,0.514435,1.129895,-0.412057,0.132901,0.228975,-0.669995,0.173208,0.041715,0.426429,0.443094,-0.067914,-0.332847,0.056844,-0.072448,-0.542459,0.528128,1
0.004098,0.12853,0.108609,0.213956,0.121238,-0.090917,0.03453,-0.767763,0.676603,-0.557046,-0.612149,0.621075,0.465504,1.226269,-1.251631,0.277748,0.780699,0.192668,-0.715038,0.316725,0.304033,-0.673444,-0.039332,-0.282466,0.45192,0
0.302691,1.976502,-1.634597,-0.52506,0.25,0.601169,0.200221,-0.050639,-1.150311,-0.838956,-1.443428,1.755027,0.161194,-1.158284,-0.277023,-1.496253,0.391455,-1.073851,0.42627,-1.576262,-0.275907,0.657372,-1.004945,0.734111,0.378567,0
1.005287,-1.110621,-0.203471,1.006291,-0.807319,0.213436,-1.429111,1.138319,-1.365105,-0.29987,-0.550791,2.238467,-0.030613,-0.810318,0.808926,-0.442058,-0.211338,0.608362,2.410228,1.163083,0.39718,-0.051503,-0.698348,0.440489,-0.45535,0
-2.851408,-0.599444,1.073659,-0.324265,0.716653,0.398561,-0.579031,-0.241944,1.543296,-0.368276,0.629581,0.19201,-0.078236,-1.454676,-0.653187,-0.644867,0.94748,-0.094951,-0.992636,-0.426236,-1.269517,-0.483803,-0.633463,-0.244313,-0.328293,0
0.16669,0.175635,-0.824396,0.58924,-0.44158,-0.821471,0.171815,-0.454294,0.016789,0.746166,0.807986,0.819066,-0.951413,-1.157882,1.890056,0.707508,-1.778092,-2.00389,0.672868,0.277135,0.511364,1.231185,-0.350169,-0.420515,-0.443644,0
-0.020237,0.056821,0.042578,0.090483,0.142538,0.171936,0.004269,-0.223923,0.57071,-0.711828,0.540664,-0.273859,0.131285,0.978368,0.03976,-0.107222,1.487194,1.629065,-0.230088,0.314027,0.727754,-0.644429,0.043497,-0.215776,0.524733,0
0.667606,0.346818,0.286167,0.470838,0.130297,0.581712,-0.132329,-0.240549,-0.022919,2.140939,-0.305911,-0.161413,-0.59866,-1.293059,-0.038368,1.363097,-1.273124,1.055825,-0.852562,-0.036212,0.770725,0.309862,0.828736,-0.608626,0.243529,0
0.205455,1.265163,1.097249,0.430296,1.110086,1.023755,1.086688,-0.494181,0.418572,-0.562688,-2.814536,0.647395,-0.547817,-3.149002,-1.785242,-0.6645,1.771603,0.606521,0.164852,-1.42944,0.325808,-1.702499,-0.078318,0.786449,0.251144,0
0.018213,-0.093183,-0.097079,-0.072481,-0.071683,-0.807581,0.3222,0.100905,-0.30831,0.644266,-0.471143,-0.296335,1.414745,1.144702,-1.336009,0.581996,-0.683576,0.239252,-0.422692,0.433639,-0.493875,0.063938,0.355057,0.462758,-0.44932,0
