@relation Crime2TrainData-weka.filters.supervised.attribute.Discretize-E-Rfirst-last-precision6

@attribute mvar_1 {'\'(-inf-22.671547]\'','\'(22.671547-61.523518]\'','\'(61.523518-118.427443]\'','\'(118.427443-284.093197]\'','\'(284.093197-582.732194]\'','\'(582.732194-992.099309]\'','\'(992.099309-2542.672021]\'','\'(2542.672021-inf)\''}
@attribute mvar_2 {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute mvar_3 {'\'(-inf-2438.613459]\'','\'(2438.613459-2499.921802]\'','\'(2499.921802-2665.506237]\'','\'(2665.506237-inf)\''}
@attribute mvar_4 {'\'All\''}
@attribute mvar_5 {'\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(1.5-inf)\''}
@attribute mvar_6 {'\'All\''}
@attribute mvar_7 {'\'All\''}
@attribute mvar_8 {'\'All\''}
@attribute mvar_9 {'\'All\''}
@attribute mvar_10 {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute mvar_11 {'\'All\''}
@attribute mvar_12 {'\'(-inf-139.856802]\'','\'(139.856802-170.405728]\'','\'(170.405728-185.680191]\'','\'(185.680191-199.045346]\'','\'(199.045346-224.821002]\'','\'(224.821002-252.505967]\'','\'(252.505967-277.326969]\'','\'(277.326969-292.601432]\'','\'(292.601432-inf)\''}
@attribute mvar_13 {'\'All\''}
@attribute mvar_14 {0,1}
@attribute mvar_15 {'\'All\''}
@attribute mvar_16 {'\'(-inf-8.333333]\'','\'(8.333333-inf)\''}
@attribute mvar_17 {'\'(-inf-132.4]\'','\'(132.4-254.8]\'','\'(254.8-526.666667]\'','\'(526.666667-946.666667]\'','\'(946.666667-inf)\''}
@attribute mvar_18 {'\'(-inf-0.008764]\'','\'(0.008764-0.013944]\'','\'(0.013944-0.019253]\'','\'(0.019253-0.030616]\'','\'(0.030616-0.062651]\'','\'(0.062651-inf)\''}
@attribute mvar_19 {'\'(-inf-6.706486]\'','\'(6.706486-14.513095]\'','\'(14.513095-22.392347]\'','\'(22.392347-33.327419]\'','\'(33.327419-inf)\''}
@attribute mvar_20 {'\'(-inf-0.002]\'','\'(0.002-0.054]\'','\'(0.054-9.598001]\'','\'(9.598001-33.720003]\'','\'(33.720003-119.438012]\'','\'(119.438012-151.936015]\'','\'(151.936015-188.160019]\'','\'(188.160019-279.580028]\'','\'(279.580028-359.980036]\'','\'(359.980036-459.576046]\'','\'(459.576046-3100.00031]\'','\'(3100.00031-inf)\''}
@attribute mvar_21 {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute mvar_22 {'\'All\''}
@attribute mvar_23 {'\'All\''}
@attribute mvar_24 {'\'(-inf-317.939031]\'','\'(317.939031-330.955008]\'','\'(330.955008-346.828149]\'','\'(346.828149-385.876078]\'','\'(385.876078-389.050707]\'','\'(389.050707-485.876872]\'','\'(485.876872-1006.833388]\'','\'(1006.833388-inf)\''}
@attribute mvar_25 {'\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(1.5-29.5]\'','\'(29.5-inf)\''}
@attribute mvar_26 {'\'(-inf-4.283477]\'','\'(4.283477-15.559746]\'','\'(15.559746-24.804029]\'','\'(24.804029-67.149619]\'','\'(67.149619-110.943939]\'','\'(110.943939-214.78847]\'','\'(214.78847-459.674167]\'','\'(459.674167-inf)\''}
@attribute mvar_27 {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute mvar_28 {'\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(1.5-inf)\''}
@attribute mvar_29 {'\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(1.5-2.5]\'','\'(2.5-3.5]\'','\'(3.5-inf)\''}
@attribute mvar_30 {'\'(-inf-5.385013]\'','\'(5.385013-11.913341]\'','\'(11.913341-15.240541]\'','\'(15.240541-20.122454]\'','\'(20.122454-22.706678]\'','\'(22.706678-inf)\''}
@attribute mvar_31 {'\'(-inf-1.729224]\'','\'(1.729224-inf)\''}
@attribute mvar_32 {'\'(-inf-5.332149]\'','\'(5.332149-21.312088]\'','\'(21.312088-68.492529]\'','\'(68.492529-192.238009]\'','\'(192.238009-579.586453]\'','\'(579.586453-1245.477784]\'','\'(1245.477784-inf)\''}
@attribute mvar_33 {0,1}
@attribute mvar_34 {'\'(-inf-10.269668]\'','\'(10.269668-22.193569]\'','\'(22.193569-40.205032]\'','\'(40.205032-inf)\''}
@attribute mvar_35 {'\'All\''}
@attribute mvar_36 {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute mvar_37 {'\'(-inf-58.403706]\'','\'(58.403706-258.768208]\'','\'(258.768208-805.186494]\'','\'(805.186494-inf)\''}
@attribute mvar_38 {'\'(-inf-25.012519]\'','\'(25.012519-50.025413]\'','\'(50.025413-51.215824]\'','\'(51.215824-53.574045]\'','\'(53.574045-54.600925]\'','\'(54.600925-55.041608]\'','\'(55.041608-inf)\''}
@attribute mvar_39 {'\'(-inf-0.760485]\'','\'(0.760485-66.162211]\'','\'(66.162211-165.025286]\'','\'(165.025286-393.170843]\'','\'(393.170843-1268.489296]\'','\'(1268.489296-inf)\''}
@attribute mvar_40 {'\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(1.5-4.5]\'','\'(4.5-9.5]\'','\'(9.5-15.5]\'','\'(15.5-22.5]\'','\'(22.5-inf)\''}
@attribute output {0,1,2}

@data
'\'(992.099309-2542.672021]\'','\'(-inf-0.5]\'','\'(2665.506237-inf)\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(292.601432-inf)\'','\'All\'',0,'\'All\'','\'(-inf-8.333333]\'','\'(946.666667-inf)\'','\'(-inf-0.008764]\'',?,'\'(188.160019-279.580028]\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'(1006.833388-inf)\'','\'(29.5-inf)\'','\'(110.943939-214.78847]\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(1.5-2.5]\'','\'(-inf-5.385013]\'','\'(-inf-1.729224]\'','\'(579.586453-1245.477784]\'',0,?,'\'All\'','\'(0.5-inf)\'','\'(58.403706-258.768208]\'','\'(51.215824-53.574045]\'','\'(-inf-0.760485]\'','\'(-inf-0.5]\'',?
?,?,?,'\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'',?,'\'All\'',?,'\'All\'',0,?,'\'(-inf-8.333333]\'',?,?,?,'\'(0.054-9.598001]\'',?,'\'All\'','\'All\'',?,'\'(-inf-0.5]\'',?,?,?,?,?,?,'\'(-inf-5.332149]\'',0,?,'\'All\'',?,?,?,?,'\'(1.5-4.5]\'',?
'\'(61.523518-118.427443]\'','\'(-inf-0.5]\'',?,'\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(139.856802-170.405728]\'','\'All\'',0,?,'\'(-inf-8.333333]\'',?,'\'(0.030616-0.062651]\'','\'(22.392347-33.327419]\'','\'(151.936015-188.160019]\'','\'(-inf-0.5]\'','\'All\'','\'All\'',?,'\'(-inf-0.5]\'',?,?,'\'(-inf-0.5]\'','\'(1.5-2.5]\'',?,'\'(-inf-1.729224]\'','\'(-inf-5.332149]\'',0,'\'(22.193569-40.205032]\'','\'All\'','\'(-inf-0.5]\'','\'(-inf-58.403706]\'','\'(54.600925-55.041608]\'',?,'\'(15.5-22.5]\'',?
'\'(118.427443-284.093197]\'','\'(-inf-0.5]\'',?,'\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(185.680191-199.045346]\'','\'All\'',0,'\'All\'','\'(-inf-8.333333]\'','\'(-inf-132.4]\'','\'(0.013944-0.019253]\'','\'(6.706486-14.513095]\'','\'(9.598001-33.720003]\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'(346.828149-385.876078]\'','\'(-inf-0.5]\'','\'(24.804029-67.149619]\'','\'(-inf-0.5]\'','\'(1.5-inf)\'','\'(0.5-1.5]\'','\'(11.913341-15.240541]\'','\'(1.729224-inf)\'','\'(68.492529-192.238009]\'',1,'\'(10.269668-22.193569]\'','\'All\'','\'(0.5-inf)\'','\'(58.403706-258.768208]\'','\'(53.574045-54.600925]\'','\'(165.025286-393.170843]\'','\'(15.5-22.5]\'',?
'\'(22.671547-61.523518]\'',?,?,'\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(139.856802-170.405728]\'','\'All\'',0,'\'All\'','\'(-inf-8.333333]\'','\'(-inf-132.4]\'','\'(0.008764-0.013944]\'',?,'\'(188.160019-279.580028]\'','\'(-inf-0.5]\'','\'All\'','\'All\'',?,'\'(-inf-0.5]\'','\'(-inf-4.283477]\'',?,'\'(-inf-0.5]\'','\'(3.5-inf)\'',?,?,'\'(68.492529-192.238009]\'',0,?,'\'All\'',?,?,?,'\'(-inf-0.760485]\'','\'(-inf-0.5]\'',?
'\'(22.671547-61.523518]\'','\'(-inf-0.5]\'',?,'\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-139.856802]\'','\'All\'',0,'\'All\'','\'(-inf-8.333333]\'','\'(-inf-132.4]\'','\'(0.019253-0.030616]\'',?,'\'(33.720003-119.438012]\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'(317.939031-330.955008]\'','\'(-inf-0.5]\'','\'(4.283477-15.559746]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(20.122454-22.706678]\'','\'(-inf-1.729224]\'','\'(-inf-5.332149]\'',1,?,'\'All\'','\'(-inf-0.5]\'','\'(-inf-58.403706]\'','\'(54.600925-55.041608]\'','\'(-inf-0.760485]\'','\'(9.5-15.5]\'',?
?,'\'(-inf-0.5]\'',?,'\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'',?,'\'All\'','\'(252.505967-277.326969]\'','\'All\'',0,'\'All\'','\'(-inf-8.333333]\'','\'(-inf-132.4]\'','\'(-inf-0.008764]\'',?,'\'(151.936015-188.160019]\'','\'(-inf-0.5]\'','\'All\'','\'All\'',?,'\'(29.5-inf)\'','\'(-inf-4.283477]\'',?,?,?,?,'\'(-inf-1.729224]\'','\'(-inf-5.332149]\'',1,?,'\'All\'',?,'\'(-inf-58.403706]\'','\'(25.012519-50.025413]\'','\'(-inf-0.760485]\'','\'(4.5-9.5]\'',?
?,?,?,'\'All\'',?,'\'All\'','\'All\'','\'All\'','\'All\'',?,'\'All\'',?,'\'All\'',1,?,?,?,?,?,'\'(33.720003-119.438012]\'',?,'\'All\'','\'All\'',?,?,?,?,?,?,?,?,?,1,?,'\'All\'',?,?,?,?,?,?
'\'(22.671547-61.523518]\'','\'(-inf-0.5]\'',?,'\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-139.856802]\'','\'All\'',0,'\'All\'','\'(-inf-8.333333]\'','\'(-inf-132.4]\'','\'(0.062651-inf)\'',?,'\'(33.720003-119.438012]\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'(317.939031-330.955008]\'','\'(-inf-0.5]\'','\'(-inf-4.283477]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(20.122454-22.706678]\'','\'(-inf-1.729224]\'','\'(-inf-5.332149]\'',0,?,'\'All\'','\'(-inf-0.5]\'','\'(-inf-58.403706]\'','\'(54.600925-55.041608]\'','\'(0.760485-66.162211]\'','\'(1.5-4.5]\'',?
'\'(61.523518-118.427443]\'','\'(-inf-0.5]\'',?,'\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(139.856802-170.405728]\'','\'All\'',0,'\'All\'','\'(-inf-8.333333]\'','\'(-inf-132.4]\'','\'(0.019253-0.030616]\'','\'(6.706486-14.513095]\'','\'(0.054-9.598001]\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'(346.828149-385.876078]\'','\'(-inf-0.5]\'','\'(-inf-4.283477]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(5.385013-11.913341]\'','\'(-inf-1.729224]\'','\'(5.332149-21.312088]\'',0,?,'\'All\'','\'(-inf-0.5]\'','\'(-inf-58.403706]\'','\'(51.215824-53.574045]\'','\'(-inf-0.760485]\'','\'(9.5-15.5]\'',?
'\'(2542.672021-inf)\'','\'(-inf-0.5]\'','\'(2438.613459-2499.921802]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(292.601432-inf)\'','\'All\'',0,'\'All\'','\'(-inf-8.333333]\'','\'(946.666667-inf)\'','\'(-inf-0.008764]\'',?,'\'(359.980036-459.576046]\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'(1006.833388-inf)\'','\'(29.5-inf)\'','\'(110.943939-214.78847]\'',?,'\'(1.5-inf)\'','\'(1.5-2.5]\'','\'(5.385013-11.913341]\'','\'(1.729224-inf)\'','\'(1245.477784-inf)\'',0,?,'\'All\'','\'(0.5-inf)\'','\'(258.768208-805.186494]\'','\'(51.215824-53.574045]\'','\'(165.025286-393.170843]\'','\'(-inf-0.5]\'',?
?,'\'(-inf-0.5]\'',?,'\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'',?,'\'All\'','\'(-inf-139.856802]\'','\'All\'',0,?,'\'(-inf-8.333333]\'',?,'\'(0.019253-0.030616]\'','\'(22.392347-33.327419]\'','\'(188.160019-279.580028]\'','\'(-inf-0.5]\'','\'All\'','\'All\'',?,'\'(-inf-0.5]\'',?,?,?,?,?,'\'(-inf-1.729224]\'','\'(-inf-5.332149]\'',0,'\'(22.193569-40.205032]\'','\'All\'',?,'\'(-inf-58.403706]\'','\'(53.574045-54.600925]\'',?,'\'(15.5-22.5]\'',?
?,?,?,'\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'',?,'\'All\'',0,?,'\'(-inf-8.333333]\'',?,?,?,'\'(33.720003-119.438012]\'',?,'\'All\'','\'All\'',?,'\'(-inf-0.5]\'',?,?,?,'\'(0.5-1.5]\'',?,?,'\'(-inf-5.332149]\'',0,?,'\'All\'',?,?,?,?,'\'(9.5-15.5]\'',?
'\'(992.099309-2542.672021]\'','\'(-inf-0.5]\'',?,'\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(224.821002-252.505967]\'','\'All\'',0,'\'All\'','\'(-inf-8.333333]\'','\'(254.8-526.666667]\'','\'(0.008764-0.013944]\'','\'(-inf-6.706486]\'','\'(359.980036-459.576046]\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'(389.050707-485.876872]\'','\'(29.5-inf)\'','\'(214.78847-459.674167]\'','\'(-inf-0.5]\'','\'(1.5-inf)\'','\'(0.5-1.5]\'','\'(-inf-5.385013]\'','\'(-inf-1.729224]\'','\'(192.238009-579.586453]\'',0,'\'(-inf-10.269668]\'','\'All\'','\'(0.5-inf)\'','\'(58.403706-258.768208]\'','\'(51.215824-53.574045]\'','\'(-inf-0.760485]\'','\'(9.5-15.5]\'',?
?,?,?,'\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(139.856802-170.405728]\'','\'All\'',0,'\'All\'','\'(-inf-8.333333]\'','\'(-inf-132.4]\'','\'(-inf-0.008764]\'',?,'\'(119.438012-151.936015]\'','\'(-inf-0.5]\'','\'All\'','\'All\'',?,'\'(-inf-0.5]\'','\'(-inf-4.283477]\'',?,'\'(-inf-0.5]\'','\'(1.5-2.5]\'',?,?,'\'(68.492529-192.238009]\'',1,?,'\'All\'','\'(-inf-0.5]\'',?,?,'\'(-inf-0.760485]\'','\'(1.5-4.5]\'',?
'\'(582.732194-992.099309]\'','\'(-inf-0.5]\'','\'(-inf-2438.613459]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(199.045346-224.821002]\'','\'All\'',0,'\'All\'','\'(-inf-8.333333]\'','\'(132.4-254.8]\'','\'(0.008764-0.013944]\'','\'(-inf-6.706486]\'','\'(151.936015-188.160019]\'','\'(-inf-0.5]\'','\'All\'','\'All\'',?,'\'(-inf-0.5]\'','\'(15.559746-24.804029]\'',?,'\'(0.5-1.5]\'','\'(1.5-2.5]\'',?,'\'(-inf-1.729224]\'','\'(68.492529-192.238009]\'',0,'\'(10.269668-22.193569]\'','\'All\'','\'(-inf-0.5]\'','\'(-inf-58.403706]\'','\'(51.215824-53.574045]\'','\'(-inf-0.760485]\'','\'(0.5-1.5]\'',?
?,?,?,'\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-139.856802]\'','\'All\'',0,?,'\'(-inf-8.333333]\'',?,?,?,'\'(188.160019-279.580028]\'',?,'\'All\'','\'All\'',?,'\'(-inf-0.5]\'',?,?,?,'\'(3.5-inf)\'',?,?,'\'(-inf-5.332149]\'',0,?,'\'All\'',?,?,?,?,'\'(0.5-1.5]\'',?
'\'(61.523518-118.427443]\'','\'(-inf-0.5]\'',?,'\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(139.856802-170.405728]\'','\'All\'',0,'\'All\'','\'(8.333333-inf)\'','\'(-inf-132.4]\'','\'(0.019253-0.030616]\'','\'(14.513095-22.392347]\'','\'(33.720003-119.438012]\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'(317.939031-330.955008]\'','\'(29.5-inf)\'','\'(4.283477-15.559746]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(15.240541-20.122454]\'','\'(-inf-1.729224]\'','\'(5.332149-21.312088]\'',0,?,'\'All\'','\'(-inf-0.5]\'','\'(58.403706-258.768208]\'','\'(54.600925-55.041608]\'','\'(0.760485-66.162211]\'','\'(15.5-22.5]\'',?
?,?,?,'\'All\'','\'(0.5-1.5]\'','\'All\'','\'All\'','\'All\'','\'All\'',?,'\'All\'','\'(-inf-139.856802]\'','\'All\'',1,?,'\'(-inf-8.333333]\'',?,?,?,'\'(151.936015-188.160019]\'',?,'\'All\'','\'All\'',?,'\'(-inf-0.5]\'',?,?,?,?,?,?,'\'(-inf-5.332149]\'',0,?,'\'All\'',?,?,?,?,'\'(9.5-15.5]\'',?
'\'(-inf-22.671547]\'',?,?,'\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(139.856802-170.405728]\'','\'All\'',0,'\'All\'','\'(-inf-8.333333]\'','\'(-inf-132.4]\'','\'(-inf-0.008764]\'',?,'\'(33.720003-119.438012]\'','\'(-inf-0.5]\'','\'All\'','\'All\'',?,'\'(-inf-0.5]\'','\'(-inf-4.283477]\'',?,'\'(-inf-0.5]\'','\'(0.5-1.5]\'',?,?,'\'(-inf-5.332149]\'',1,?,'\'All\'','\'(-inf-0.5]\'',?,?,'\'(-inf-0.760485]\'','\'(9.5-15.5]\'',?
?,?,?,'\'All\'',?,'\'All\'','\'All\'','\'All\'','\'All\'',?,'\'All\'',?,'\'All\'',0,?,?,?,?,?,'\'(119.438012-151.936015]\'',?,'\'All\'','\'All\'',?,?,?,?,?,?,?,?,?,1,?,'\'All\'',?,?,?,?,?,?
?,?,?,'\'All\'',?,'\'All\'','\'All\'','\'All\'','\'All\'',?,'\'All\'',?,'\'All\'',0,?,?,?,?,?,'\'(151.936015-188.160019]\'',?,'\'All\'','\'All\'',?,?,?,?,?,?,?,?,?,1,?,'\'All\'',?,?,?,?,?,?
?,?,?,'\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-139.856802]\'','\'All\'',0,'\'All\'','\'(-inf-8.333333]\'','\'(-inf-132.4]\'','\'(0.030616-0.062651]\'',?,'\'(33.720003-119.438012]\'','\'(-inf-0.5]\'','\'All\'','\'All\'',?,'\'(-inf-0.5]\'','\'(-inf-4.283477]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'','\'(-inf-0.5]\'',?,?,'\'(-inf-5.332149]\'',1,?,'\'All\'','\'(-inf-0.5]\'',?,?,'\'(0.760485-66.162211]\'','\'(22.5-inf)\'',?
'\'(118.427443-284.093197]\'','\'(-inf-0.5]\'','\'(2438.613459-2499.921802]\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(224.821002-252.505967]\'','\'All\'',0,'\'All\'','\'(-inf-8.333333]\'','\'(-inf-132.4]\'','\'(0.008764-0.013944]\'','\'(-inf-6.706486]\'','\'(119.438012-151.936015]\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'(389.050707-485.876872]\'','\'(-inf-0.5]\'','\'(15.559746-24.804029]\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(0.5-1.5]\'','\'(15.240541-20.122454]\'','\'(-inf-1.729224]\'','\'(192.238009-579.586453]\'',0,'\'(-inf-10.269668]\'','\'All\'','\'(-inf-0.5]\'','\'(58.403706-258.768208]\'','\'(53.574045-54.600925]\'','\'(66.162211-165.025286]\'','\'(15.5-22.5]\'',?
'\'(118.427443-284.093197]\'','\'(-inf-0.5]\'',?,'\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(170.405728-185.680191]\'','\'All\'',0,'\'All\'','\'(-inf-8.333333]\'','\'(-inf-132.4]\'','\'(-inf-0.008764]\'','\'(-inf-6.706486]\'','\'(359.980036-459.576046]\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'(346.828149-385.876078]\'','\'(-inf-0.5]\'','\'(67.149619-110.943939]\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(1.5-2.5]\'','\'(15.240541-20.122454]\'','\'(-inf-1.729224]\'','\'(21.312088-68.492529]\'',0,?,'\'All\'','\'(-inf-0.5]\'','\'(258.768208-805.186494]\'','\'(54.600925-55.041608]\'','\'(-inf-0.760485]\'','\'(1.5-4.5]\'',?
'\'(61.523518-118.427443]\'','\'(-inf-0.5]\'',?,'\'All\'','\'(0.5-1.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(170.405728-185.680191]\'','\'All\'',0,'\'All\'','\'(8.333333-inf)\'','\'(132.4-254.8]\'','\'(0.013944-0.019253]\'',?,'\'(188.160019-279.580028]\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'(-inf-317.939031]\'','\'(-inf-0.5]\'','\'(24.804029-67.149619]\'','\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(0.5-1.5]\'','\'(20.122454-22.706678]\'','\'(-inf-1.729224]\'','\'(192.238009-579.586453]\'',1,'\'(22.193569-40.205032]\'','\'All\'','\'(0.5-inf)\'','\'(58.403706-258.768208]\'','\'(55.041608-inf)\'','\'(66.162211-165.025286]\'','\'(1.5-4.5]\'',?
'\'(22.671547-61.523518]\'','\'(-inf-0.5]\'',?,'\'All\'','\'(0.5-1.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-139.856802]\'','\'All\'',0,?,'\'(-inf-8.333333]\'',?,'\'(0.013944-0.019253]\'',?,'\'(188.160019-279.580028]\'','\'(-inf-0.5]\'','\'All\'','\'All\'',?,'\'(-inf-0.5]\'',?,'\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(0.5-1.5]\'',?,'\'(-inf-1.729224]\'','\'(192.238009-579.586453]\'',1,?,'\'All\'','\'(-inf-0.5]\'','\'(-inf-58.403706]\'','\'(51.215824-53.574045]\'',?,'\'(1.5-4.5]\'',?
'\'(582.732194-992.099309]\'','\'(-inf-0.5]\'',?,'\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(292.601432-inf)\'','\'All\'',0,'\'All\'','\'(-inf-8.333333]\'','\'(-inf-132.4]\'','\'(-inf-0.008764]\'',?,'\'(359.980036-459.576046]\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'(330.955008-346.828149]\'','\'(29.5-inf)\'','\'(24.804029-67.149619]\'',?,'\'(0.5-1.5]\'','\'(2.5-3.5]\'','\'(20.122454-22.706678]\'','\'(-inf-1.729224]\'','\'(192.238009-579.586453]\'',1,?,'\'All\'','\'(-inf-0.5]\'','\'(258.768208-805.186494]\'','\'(54.600925-55.041608]\'','\'(165.025286-393.170843]\'',?,?
?,?,?,'\'All\'',?,'\'All\'','\'All\'','\'All\'','\'All\'',?,'\'All\'',?,'\'All\'',0,?,?,?,?,?,'\'(33.720003-119.438012]\'',?,'\'All\'','\'All\'',?,?,?,?,?,?,?,?,?,0,?,'\'All\'',?,?,?,?,'\'(4.5-9.5]\'',?
'\'(-inf-22.671547]\'','\'(-inf-0.5]\'',?,'\'All\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(-inf-139.856802]\'','\'All\'',0,'\'All\'','\'(-inf-8.333333]\'','\'(-inf-132.4]\'','\'(-inf-0.008764]\'',?,'\'(188.160019-279.580028]\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'(317.939031-330.955008]\'','\'(-inf-0.5]\'','\'(4.283477-15.559746]\'',?,'\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(20.122454-22.706678]\'','\'(-inf-1.729224]\'','\'(-inf-5.332149]\'',0,?,'\'All\'','\'(-inf-0.5]\'','\'(-inf-58.403706]\'','\'(54.600925-55.041608]\'','\'(0.760485-66.162211]\'','\'(0.5-1.5]\'',?
?,'\'(-inf-0.5]\'',?,'\'All\'',?,'\'All\'','\'All\'','\'All\'','\'All\'','\'(-inf-0.5]\'','\'All\'','\'(292.601432-inf)\'','\'All\'',1,'\'All\'','\'(-inf-8.333333]\'','\'(-inf-132.4]\'','\'(0.008764-0.013944]\'','\'(6.706486-14.513095]\'','\'(188.160019-279.580028]\'','\'(-inf-0.5]\'','\'All\'','\'All\'','\'(389.050707-485.876872]\'','\'(29.5-inf)\'','\'(-inf-4.283477]\'','\'(-inf-0.5]\'',?,'\'(0.5-1.5]\'','\'(5.385013-11.913341]\'','\'(-inf-1.729224]\'','\'(21.312088-68.492529]\'',0,'\'(-inf-10.269668]\'','\'All\'',?,'\'(-inf-58.403706]\'','\'(51.215824-53.574045]\'','\'(-inf-0.760485]\'','\'(22.5-inf)\'',?
